   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.22655,             0.55634,             0.43509,             0.25455,            0.060043,            0.097042,            0.049023,             0.00619,             0.01152,             0.86402,             0.00024,              3.8962,              0.5609,             0.04059,              0.0775,             0.50055,              1.3842,             0.90831,              1.2044,                 0.2,              2.6646,                   0,             0.01784,             0.61403,             0.36592,                   0,             0.13114,             0.43597,                   0,                   0,                   0,                 0.5,             0.68103,                   0,                   0,              2.4355
             0.94961,             0.96411,             0.98153,             0.76703,            0.023286,            0.026661,            0.013986,             0.00498,             0.01001,                0.98,             0.00032,              3.8093,             0.81277,              0.0374,             0.05482,             0.73421,              1.2501,             0.79456,              1.1254,                 0.2,              3.0733,                   0,             0.01685,             0.79139,             0.57472,                   0,             0.13114,             0.39558,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8592
             0.94905,             0.94703,             0.97906,             0.76916,             0.02537,            0.029354,            0.010591,               0.006,                0.01,             0.91993,             0.00032,              3.9314,             0.80949,             0.03769,             0.06295,             0.56249,              1.2393,             0.97719,               1.154,                 0.2,              2.7374,                   0,             0.01338,             0.74509,              0.5202,                   0,             0.13264,             0.39558,                   0,                   0,                   0,                 0.5,             0.90241,                   0,                   0,              2.8443
             0.96546,             0.93378,             0.97896,             0.77319,            0.027372,            0.024945,            0.010978,             0.00358,             0.01006,              0.9174,             0.00029,              4.6636,                0.95,              0.0373,             0.07021,             0.59538,              1.2501,             0.95021,              1.0764,                 0.2,              2.5413,                   0,             0.01621,             0.74509,              0.6421,                   0,             0.16245,             0.42197,                   0,                   0,                   0,                 0.5,             0.91505,                   0,                   0,              2.8592
             0.93584,             0.96646,             0.98194,             0.77357,            0.027466,            0.038099,            0.014391,             0.00565,             0.01061,             0.92725,             0.00032,              4.0715,             0.74423,             0.04003,             0.06295,             0.64085,              1.3633,              1.1272,              1.0509,                 0.2,              3.1695,                   0,             0.01379,             0.68113,             0.51539,                   0,             0.11537,             0.39046,                   0,                   0,                   0,                 0.5,             0.91505,                   0,                   0,              2.8696
             0.95413,             0.95343,             0.98214,             0.77581,            0.019304,            0.031243,           0.0097595,             0.00564,             0.01208,              0.8752,             0.00025,              4.0868,                0.95,             0.03779,             0.04811,             0.52536,              1.2213,              1.1725,              1.1262,                 0.2,              2.6677,                   0,             0.01152,             0.84606,             0.50559,                   0,             0.11684,             0.52785,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8434
             0.93593,             0.95737,              0.9796,             0.77919,            0.025212,            0.029506,            0.010758,             0.00615,                0.01,             0.92234,             0.00034,              3.8962,             0.78233,             0.03677,             0.06364,             0.55441,              1.3091,             0.99179,              1.1624,                 0.2,              2.7146,                   0,             0.01311,             0.72703,              0.5087,                   0,             0.13114,             0.38504,                   0,                   0,                   0,                 0.5,             0.91505,                   0,                   0,              3.1136
             0.94092,             0.96477,             0.98209,             0.77194,              0.0219,             0.02317,            0.010341,               0.006,             0.01075,              0.9742,             0.00039,              3.5332,             0.80346,             0.04323,             0.05535,             0.56272,              1.2458,             0.79535,              1.0971,                 0.2,              2.7374,                   0,             0.01212,             0.74509,             0.51663,                   0,             0.09188,             0.30381,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7305
             0.57253,             0.42124,             0.45057,             0.22555,            0.047635,            0.085075,            0.042976,             0.00673,             0.01043,              0.9174,             0.00032,              3.9571,             0.82779,             0.02374,             0.06488,             0.56272,                1.33,             0.94157,              1.3349,                 0.2,              2.5223,                   0,             0.01279,             0.74509,             0.55885,                   0,             0.12291,             0.39558,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.94682,             0.95302,             0.97951,             0.77514,            0.025109,            0.030204,            0.011092,             0.00636,                0.01,             0.90608,             0.00034,               3.905,             0.79792,              0.0375,             0.06295,             0.60941,              1.1719,              1.0045,               1.158,                 0.2,              2.7374,                   0,             0.01364,             0.70379,             0.53039,                   0,             0.13665,             0.38153,                   0,                   0,                   0,                 0.5,             0.85053,                   0,                   0,              2.5566
             0.93889,             0.96645,             0.98047,             0.77601,            0.027028,            0.029633,            0.011487,               0.006,                0.01,             0.90481,             0.00031,              3.7576,             0.81277,             0.03852,             0.06737,             0.61288,              1.2642,             0.94048,              1.2492,                 0.2,              2.7374,                   0,              0.0131,             0.76553,             0.52508,                   0,             0.13114,             0.41516,                   0,                   0,                   0,                 0.5,             0.91505,                   0,                   0,              3.2294
             0.94037,             0.95209,             0.98069,             0.74589,            0.025497,            0.029015,            0.011382,             0.00574,                0.01,             0.93642,             0.00033,              3.5254,             0.83391,             0.03571,             0.06533,              0.6223,              1.3894,              1.0461,              1.3648,                 0.2,              2.3801,                   0,             0.00898,             0.79952,             0.59116,                   0,               0.119,             0.43582,                   0,                   0,                   0,                 0.5,             0.88557,                   0,                   0,              3.0723
             0.92869,             0.98402,             0.98007,             0.76397,            0.030176,            0.030769,           0.0087047,               0.006,                0.01,             0.94901,             0.00032,              3.4464,                0.95,             0.04793,             0.07026,             0.43073,              1.0006,             0.97719,               1.158,                 0.2,               3.233,                   0,              0.0124,             0.82239,             0.51804,                   0,             0.14799,              0.2547,                   0,                   0,                   0,                 0.5,             0.74589,                   0,                   0,              2.8592
             0.94515,             0.95483,             0.97902,              0.7753,            0.025252,            0.026122,            0.010404,             0.00622,                0.01,             0.90409,             0.00034,              3.6892,             0.81277,              0.0374,              0.0628,             0.54296,              1.2066,              0.9418,              1.1164,                 0.2,              2.6551,                   0,             0.01288,             0.71886,              0.5286,                   0,             0.13473,              0.3912,                   0,                   0,                   0,                 0.5,             0.89908,                   0,                   0,              3.0211
             0.94259,             0.95529,             0.98182,             0.76735,            0.024759,            0.028709,            0.011254,               0.006,             0.01055,             0.93425,             0.00034,              3.9401,             0.81839,              0.0374,              0.0597,             0.54018,               1.307,             0.95563,               1.056,                 0.2,               2.921,                   0,             0.01362,             0.68806,             0.48279,                   0,              0.1339,             0.39851,                   0,                   0,                   0,                 0.5,             0.93894,                   0,                   0,              3.2408
             0.66943,             0.46034,             0.45994,             0.26532,             0.04217,            0.090364,            0.042639,             0.00585,              0.0124,             0.95136,             0.00026,              4.3057,             0.81277,             0.03535,              0.0505,             0.49528,              1.4367,             0.95009,              1.3964,                 0.2,              3.3199,                   0,             0.01338,                 0.9,             0.48872,                   0,             0.16593,             0.37934,                   0,                   0,                   0,                 0.5,             0.97034,                   0,                   0,                   2
             0.93753,              0.9557,             0.97732,             0.75933,            0.026498,             0.02762,           0.0093955,              0.0061,             0.01001,             0.92791,             0.00032,              3.9313,             0.81277,             0.03615,             0.06396,             0.50489,              1.1663,             0.97952,              0.9949,                 0.2,              2.7374,                   0,             0.01328,             0.74911,             0.51804,                   0,             0.13741,             0.44754,                   0,                   0,                   0,                 0.5,             0.77386,                   0,                   0,              3.1846
              0.9453,             0.95002,             0.98013,             0.76872,            0.025286,            0.027932,            0.011001,               0.006,             0.01005,             0.91815,             0.00032,              3.9062,             0.81277,             0.03808,             0.06295,             0.56272,              1.2811,              1.0083,              1.1371,                 0.2,              2.6468,                   0,             0.01331,             0.74509,              0.5074,                   0,             0.13189,             0.39502,                   0,                   0,                   0,                 0.5,             0.92715,                   0,                   0,              2.7755
             0.93736,             0.95553,             0.97984,             0.76263,            0.025286,            0.028322,            0.010451,             0.00602,                0.01,             0.91886,             0.00031,              3.8346,             0.79015,             0.03677,             0.06295,             0.56272,              1.2486,             0.97719,              1.1146,                 0.2,              2.6777,                   0,             0.01352,              0.7255,             0.52157,                   0,              0.1292,             0.38981,                   0,                   0,                   0,                 0.5,             0.89161,                   0,                   0,              2.8592
             0.94682,             0.96493,             0.98329,             0.75433,            0.026306,            0.026272,            0.010039,              0.0074,             0.01327,              0.9147,             0.00045,                   5,                0.95,             0.03391,             0.06546,             0.54277,               1.364,             0.97719,              1.0541,                 0.2,              2.7896,                   0,             0.01338,             0.64331,             0.51804,                   0,             0.11467,              0.3825,                   0,                   0,                   0,                 0.5,             0.85853,                   0,                   0,              3.2389
             0.94804,             0.92877,             0.97619,             0.75972,            0.029334,            0.031676,            0.011271,               0.006,             0.01004,             0.96915,             0.00026,              3.8962,             0.58031,             0.03269,             0.07193,             0.56272,              1.2501,              1.0908,              1.1905,                 0.2,              2.6424,                   0,              0.0137,                 0.9,             0.48125,                   0,             0.13114,             0.46312,                   0,                   0,                   0,                 0.5,             0.89308,                   0,                   0,              2.9024
             0.94026,             0.95425,             0.98051,             0.77446,            0.025578,            0.027205,           0.0099985,              0.0062,             0.01188,              0.9174,             0.00035,              4.2922,             0.81158,              0.0374,             0.06295,             0.52028,              1.2501,              0.9955,             0.95702,                 0.2,              2.7704,                   0,             0.01171,             0.87627,             0.43885,                   0,             0.13425,             0.45002,                   0,                   0,                   0,                 0.5,             0.89049,                   0,                   0,              2.8592
               0.945,             0.96411,             0.98216,             0.77361,            0.026534,            0.030448,            0.010204,             0.00599,             0.01001,             0.89771,             0.00028,              2.9708,             0.80831,             0.03909,             0.06415,             0.48553,              1.4107,             0.97719,               1.158,                 0.2,              2.8844,                   0,             0.01352,             0.74509,             0.51804,                   0,             0.12953,             0.40337,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8592
             0.93174,             0.96015,             0.97935,             0.77297,            0.025185,            0.029272,            0.010604,             0.00603,                0.01,             0.91905,             0.00032,              3.8754,             0.81016,             0.03734,             0.06295,             0.55975,              1.2525,             0.98089,               1.158,                 0.2,              2.7258,                   0,             0.01338,             0.74773,             0.51883,                   0,                0.13,             0.39531,                   0,                   0,                   0,                 0.5,             0.90514,                   0,                   0,              2.8592
             0.93663,             0.96267,             0.98137,             0.76859,            0.027667,            0.032004,            0.015126,             0.00541,             0.01001,             0.92845,             0.00028,              4.0351,             0.82864,             0.04449,             0.06294,             0.72024,              1.2245,             0.97719,              1.0099,                 0.2,              3.2369,                   0,             0.01424,                 0.9,             0.55267,                   0,             0.12877,             0.46434,                   0,                   0,                   0,                 0.5,              0.8983,                   0,                   0,              3.3658
             0.22413,             0.64982,              0.4068,             0.21222,            0.054847,            0.077085,            0.042414,             0.00596,             0.01045,             0.93905,             0.00032,              3.8243,             0.88221,             0.03464,             0.06774,             0.59241,              1.3919,             0.89624,               1.158,                 0.2,              2.6787,                   0,             0.01335,              0.6917,             0.52558,                   0,             0.11304,             0.38693,                   0,                   0,                   0,                 0.5,              0.7185,                   0,                   0,                   2
             0.68969,             0.23796,             0.38046,             0.16291,            0.062771,            0.096113,            0.045189,             0.00458,             0.01093,             0.95196,             0.00034,              3.8962,             0.88797,              0.0374,              0.0765,             0.56272,              1.1475,             0.97719,              1.2534,                 0.2,              3.7894,                   0,             0.01338,             0.56324,             0.54071,                   0,             0.12739,             0.39558,                   0,                   0,                   0,                 0.5,             0.91505,                   0,                   0,                   2
             0.93084,             0.95274,             0.97519,             0.75073,              0.0316,             0.02491,            0.010508,             0.00586,             0.01148,             0.91457,             0.00032,              4.0437,             0.71692,             0.03447,             0.07735,             0.52976,              1.2073,             0.82968,              1.2154,                 0.2,              2.6572,                   0,             0.01338,             0.69813,             0.50752,                   0,              0.1396,              0.4195,                   0,                   0,                   0,                 0.5,             0.87923,                   0,                   0,              2.5694
             0.94158,             0.96405,             0.98133,             0.77659,            0.024977,            0.032378,            0.014001,             0.00407,             0.01316,                0.98,              0.0003,              3.4512,             0.81277,             0.04137,             0.05887,             0.67076,              1.3635,             0.97719,               1.158,                 0.2,              2.9463,                   0,             0.01009,              0.7952,             0.47464,                   0,              0.1547,             0.42834,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8592
             0.95879,             0.93677,              0.9791,             0.77621,            0.024608,            0.024225,            0.010475,             0.00598,             0.01001,             0.91903,             0.00031,              3.7482,             0.81655,              0.0374,             0.06295,             0.56272,              1.2217,             0.90101,               1.122,                 0.2,              2.5544,                   0,             0.01372,             0.69917,             0.52096,                   0,             0.12878,             0.40961,                   0,                   0,                   0,                 0.5,             0.85269,                   0,                   0,              2.8592
             0.94071,             0.97199,             0.98294,             0.77404,            0.025505,            0.034599,             0.01162,             0.00707,             0.01071,             0.89735,             0.00032,              3.7969,             0.86141,             0.04207,             0.06179,             0.64863,              1.0266,              1.0308,              1.3444,                 0.2,               3.058,                   0,             0.01279,             0.58693,             0.43429,                   0,             0.10425,             0.37724,                   0,                   0,                   0,                 0.5,             0.92998,                   0,                   0,              2.9744
             0.94917,             0.95123,             0.97861,              0.7531,            0.026298,            0.021274,           0.0098551,             0.00667,                0.01,              0.9174,             0.00036,              4.9286,             0.81277,             0.03975,             0.06295,             0.59526,              1.0742,             0.97719,             0.83897,                 0.2,               2.381,                   0,             0.01466,             0.65232,             0.54164,                   0,             0.12361,               0.467,                   0,                   0,                   0,                 0.5,             0.65631,                   0,                   0,              2.8145
             0.69263,             0.26735,             0.39594,             0.20763,            0.068926,             0.12416,             0.04961,             0.00611,             0.01054,             0.91347,             0.00026,              4.3603,             0.76994,             0.03654,             0.06295,             0.46874,              1.2501,              1.1074,              1.2081,                 0.2,              2.9503,                   0,             0.01422,             0.74509,             0.54085,                   0,             0.14438,             0.39558,                   0,                   0,                   0,                 0.5,             0.94494,                   0,                   0,              3.9908
             0.95752,             0.95859,             0.98305,             0.76996,            0.025317,            0.031014,            0.010359,             0.00635,                0.01,             0.95496,              0.0003,              3.8962,             0.81277,             0.04837,             0.06295,             0.54269,              1.2941,              1.0589,               1.158,                 0.2,              2.7374,                   0,             0.01054,             0.80571,             0.57078,                   0,             0.11713,             0.36731,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.1419
             0.21314,             0.71117,             0.44213,             0.26917,            0.042237,            0.073375,            0.044219,             0.00655,                0.01,             0.90938,              0.0003,              3.8962,             0.77542,             0.03541,             0.05643,             0.52447,              1.4664,             0.93248,             0.96571,                 0.2,              2.5886,                   0,             0.01505,                 0.9,             0.46621,                   0,             0.12117,             0.42057,                   0,                   0,                   0,                 0.5,             0.91505,                   0,                   0,                   2
             0.93615,             0.96641,              0.9814,             0.77852,            0.025015,            0.029225,            0.010532,             0.00602,                0.01,              0.9174,             0.00033,              3.8759,             0.81781,              0.0374,             0.06295,             0.56078,              1.2501,             0.97719,              1.1572,                 0.2,              2.7374,                   0,             0.01353,             0.74983,             0.51804,                   0,             0.13216,             0.40167,                   0,                   0,                   0,                 0.5,              0.9168,                   0,                   0,              3.1342
             0.70517,             0.26463,             0.41287,             0.23958,            0.047667,             0.08959,            0.037016,              0.0059,                0.01,             0.91878,             0.00035,              3.8962,             0.81277,             0.04193,             0.06384,             0.47772,              1.0776,              1.0172,              1.0621,                 0.2,              3.0288,                   0,             0.01338,             0.74868,             0.48675,                   0,             0.10738,              0.3982,                   0,                   0,                   0,                 0.5,             0.75605,                   0,                   0,              2.1163
             0.94213,              0.9519,             0.97772,             0.77511,            0.024555,            0.026452,            0.011518,             0.00571,                0.01,              0.9174,              0.0003,                3.59,             0.78781,             0.04004,             0.06229,             0.59776,              1.3203,             0.92699,              1.2459,                 0.2,              2.5751,                   0,             0.01425,             0.86725,             0.49482,                   0,             0.13121,             0.39558,                   0,                   0,                   0,                 0.5,             0.91058,                   0,                   0,              3.2006
             0.24611,             0.64656,             0.46201,             0.25063,            0.048843,            0.080567,            0.044844,             0.00744,              0.0126,                0.98,             0.00028,              3.8962,             0.71708,             0.04039,             0.07274,              0.6043,              1.2501,             0.97719,              1.0597,                 0.2,              2.3981,                   0,             0.01244,             0.74509,             0.58637,                   0,             0.14257,             0.51482,                   0,                   0,                   0,                 0.5,             0.84006,                   0,                   0,              2.2022
             0.93874,             0.96419,             0.98118,             0.77652,            0.028057,            0.036735,            0.010285,             0.00676,                0.01,             0.84666,             0.00032,              2.5606,             0.66681,              0.0374,              0.0693,             0.51433,              1.2425,              1.2285,               1.158,                 0.2,              2.7434,                   0,             0.01266,             0.80465,             0.53766,                   0,             0.11798,             0.34333,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.0708
             0.93695,             0.95803,             0.97904,             0.78208,            0.024136,            0.029295,            0.010893,             0.00614,             0.01066,              0.9174,             0.00032,               3.862,             0.81753,              0.0374,             0.06045,             0.57373,              1.3027,             0.97622,              1.1636,                 0.2,              2.7374,                   0,             0.01296,             0.75494,             0.51804,                   0,             0.12987,             0.39803,                   0,                   0,                   0,                 0.5,             0.91505,                   0,                   0,              2.8951
             0.93483,             0.96697,             0.98231,             0.78508,            0.024831,            0.029903,            0.010537,             0.00602,             0.01015,             0.91288,             0.00031,              3.8514,             0.79037,             0.03552,             0.06212,             0.55329,              1.2032,             0.98183,              1.1879,                 0.2,              2.8067,                   0,              0.0132,             0.74869,             0.51853,                   0,             0.13114,              0.3794,                   0,                   0,                   0,                 0.5,             0.97072,                   0,                   0,              2.7484
             0.94236,             0.95984,             0.98017,             0.77974,            0.015917,            0.030858,           0.0073093,             0.00743,             0.01148,             0.95086,             0.00045,              3.2167,             0.76289,             0.10044,             0.03774,             0.41261,             0.83774,              1.2334,             0.71811,                 0.2,               3.067,                   0,             0.00916,             0.73244,             0.57768,                   0,               0.153,             0.38669,                   0,                   0,                   0,                 0.5,             0.83359,                   0,                   0,              3.0886
              0.9639,             0.94734,              0.9835,             0.78237,            0.016035,            0.028909,           0.0075118,              0.0077,             0.01143,             0.96207,             0.00042,              3.2717,             0.80284,             0.09974,             0.03702,             0.40195,             0.82051,               1.148,             0.72084,                 0.2,              3.2033,                   0,             0.00916,             0.73244,             0.55067,                   0,              0.1412,             0.37294,                   0,                   0,                   0,                 0.5,             0.84685,                   0,                   0,              3.2522
             0.95027,             0.95457,             0.97953,             0.78524,            0.014223,            0.032493,           0.0085196,             0.00685,             0.01148,             0.91783,             0.00043,              3.1303,             0.77605,              0.1014,             0.03321,             0.49044,             0.82815,              1.2384,             0.80373,                 0.2,              3.0145,                   0,             0.00958,             0.79333,              0.5677,                   0,             0.15029,             0.34454,                   0,                   0,                   0,                 0.5,             0.77847,                   0,                   0,              2.7838
             0.95594,             0.94007,             0.98106,             0.77921,            0.016434,            0.033188,           0.0075158,             0.00746,             0.01321,             0.96746,             0.00045,              3.2717,             0.80284,             0.10097,             0.03866,             0.44474,             0.78149,              1.2384,             0.78526,                 0.2,              3.0467,                   0,             0.00916,              0.8186,             0.75207,                   0,             0.16308,             0.37294,                   0,                   0,                   0,                 0.5,             0.71522,                   0,                   0,              3.3689
             0.95682,             0.94446,             0.98265,             0.78429,            0.015651,            0.031005,           0.0078255,             0.00714,             0.01154,             0.95376,             0.00044,              3.2753,             0.80284,             0.09968,             0.03595,             0.41802,             0.82815,              1.2354,             0.71678,                 0.2,              3.2131,                   0,             0.00916,             0.73244,             0.56628,                   0,             0.14775,             0.37429,                   0,                   0,                   0,                 0.5,             0.82605,                   0,                   0,              3.2522
             0.94519,             0.95558,             0.98242,             0.77989,            0.015945,            0.031478,           0.0078471,             0.00742,             0.01145,             0.95307,             0.00044,              3.3148,             0.78581,             0.08917,             0.03595,              0.4069,             0.83314,              1.2354,             0.70065,                 0.2,              3.2724,                   0,             0.00948,              0.7055,             0.56017,                   0,             0.14441,             0.38546,                   0,                   0,                   0,                 0.5,             0.82683,                   0,                   0,              3.2522
             0.29651,             0.37199,             0.37899,             0.20111,            0.052423,            0.090037,            0.025714,             0.00553,             0.01004,             0.96319,             0.00036,              3.2753,             0.85119,             0.11305,             0.04181,             0.36858,             0.65708,              1.1804,             0.71678,                 0.2,              3.8834,                   0,             0.00916,             0.73244,             0.43712,                   0,             0.15823,             0.42012,                   0,                   0,                   0,                 0.5,             0.84458,                   0,                   0,              4.4688
             0.96153,             0.93728,             0.98298,              0.7845,            0.015936,            0.031559,           0.0087037,             0.00734,             0.01154,              0.9583,             0.00044,              3.3165,             0.76163,             0.09855,             0.03595,             0.46088,             0.83968,              1.2354,             0.70676,                 0.2,              3.2433,                   0,             0.00984,              0.6871,             0.56628,                   0,             0.14781,             0.38636,                   0,                   0,                   0,                 0.5,             0.82237,                   0,                   0,              3.1382
             0.93938,             0.96634,             0.98051,              0.7788,            0.016408,            0.031729,           0.0085604,             0.00734,             0.01166,              0.9579,             0.00044,              3.1414,             0.76163,             0.09664,              0.0371,             0.44586,             0.87183,              1.2354,             0.71171,                 0.2,              3.2433,                   0,             0.00981,              0.6871,             0.56628,                   0,             0.14401,             0.38583,                   0,                   0,                   0,                 0.5,               0.836,                   0,                   0,              3.1382
             0.94637,             0.95592,             0.98094,             0.77324,            0.014046,            0.039225,            0.012311,             0.00734,             0.01057,             0.89725,             0.00044,              3.3165,             0.66337,             0.09575,             0.02647,             0.51641,              1.0978,              1.2349,             0.78066,                 0.2,              4.0149,                   0,             0.01181,              0.6871,             0.42276,                   0,             0.17423,             0.33921,                   0,                   0,                   0,                 0.5,             0.82237,                   0,                   0,              2.8851
             0.94674,             0.94793,             0.97737,              0.7732,            0.015156,             0.03138,           0.0087096,             0.00793,              0.0115,             0.97936,             0.00044,              3.2077,             0.76506,             0.09092,             0.03345,             0.46088,             0.83968,              1.2048,             0.70676,                 0.2,              3.3185,                   0,             0.01032,             0.75733,             0.58249,                   0,             0.14376,             0.38636,                   0,                   0,                   0,                 0.5,             0.77465,                   0,                   0,              3.0814
              0.9569,             0.94724,             0.98345,             0.77771,            0.016157,            0.033274,           0.0086692,              0.0066,             0.01065,             0.96825,             0.00043,              3.6204,             0.83635,             0.09485,             0.03634,             0.47071,             0.77593,              1.2354,             0.78225,                 0.2,               3.303,                   0,             0.01026,             0.70764,             0.56628,                   0,             0.15742,             0.35978,                   0,                   0,                   0,                 0.5,             0.82237,                   0,                   0,              3.1382
             0.93798,             0.96674,             0.98207,             0.78428,            0.015359,            0.031405,           0.0079108,             0.00717,             0.01114,             0.96539,             0.00042,              3.3024,             0.76633,             0.09734,             0.03595,             0.44428,             0.83968,               1.244,             0.72845,                 0.2,              3.1035,                   0,              0.0098,              0.6871,             0.56628,                   0,             0.14769,             0.37634,                   0,                   0,                   0,                 0.5,              0.8207,                   0,                   0,              3.1379
             0.31452,             0.39417,             0.43363,             0.22358,            0.043752,            0.081051,            0.043747,             0.00802,             0.01175,              0.9583,             0.00042,              2.9929,             0.76163,             0.11085,             0.03595,               0.568,             0.83968,              1.0658,             0.75126,                 0.2,              3.3609,                   0,             0.00984,             0.63429,             0.56628,                   0,             0.14781,             0.33065,                   0,                   0,                   0,                 0.5,             0.91701,                   0,                   0,              4.1277
             0.94268,             0.96228,             0.98068,             0.77625,            0.015462,             0.03041,           0.0079758,             0.00706,             0.01012,             0.96033,             0.00043,              3.4385,             0.76163,             0.10121,             0.03494,             0.46001,             0.72358,              1.1425,             0.70676,                 0.2,              3.1661,                   0,             0.01101,             0.71104,             0.59449,                   0,             0.13932,              0.3712,                   0,                   0,                   0,                 0.5,             0.82237,                   0,                   0,              3.0845
             0.97596,             0.94084,             0.98263,             0.77464,            0.014195,            0.025748,           0.0077617,             0.00734,             0.01154,                0.98,             0.00039,              3.1042,             0.88845,             0.08989,             0.03595,             0.46088,             0.93966,              1.2354,             0.75077,                 0.2,              2.6601,                   0,             0.00749,              0.6871,             0.42163,                   0,             0.13096,             0.35774,                   0,                   0,                   0,                 0.5,             0.88075,                   0,                   0,              3.1382
             0.94147,              0.9569,             0.98028,             0.77888,            0.016332,            0.033696,           0.0088226,             0.00714,             0.01193,              0.9494,             0.00045,              3.2228,             0.77583,             0.09256,             0.03572,             0.46088,             0.86322,              1.2235,              0.7265,                 0.2,              3.3832,                   0,              0.0095,              0.6871,             0.56628,                   0,             0.15512,             0.39385,                   0,                   0,                   0,                 0.5,             0.80741,                   0,                   0,              3.4154
             0.93835,             0.95879,             0.98192,             0.78197,             0.01591,            0.031915,           0.0086148,             0.00734,              0.0114,             0.96025,             0.00044,              3.2989,              0.7331,             0.09855,             0.03576,             0.45297,             0.84126,              1.2457,             0.70679,                 0.2,              3.2433,                   0,             0.00991,             0.68237,             0.56441,                   0,             0.14652,             0.38944,                   0,                   0,                   0,                 0.5,             0.82237,                   0,                   0,              3.1382
             0.94427,             0.95645,             0.98235,             0.77868,            0.015157,             0.02998,           0.0080344,             0.00734,             0.01149,             0.96017,             0.00044,               3.338,             0.77779,             0.09866,              0.0356,             0.45668,             0.83968,              1.2333,              0.6903,                 0.2,              3.0854,                   0,             0.00984,             0.68515,             0.56628,                   0,             0.14639,             0.38059,                   0,                   0,                   0,                 0.5,             0.82237,                   0,                   0,              3.2515
             0.18272,             0.57486,             0.39607,             0.21455,            0.033235,            0.077236,            0.035057,             0.00633,             0.01213,                0.98,             0.00051,              2.3771,             0.69512,             0.09855,             0.03248,             0.46088,             0.96688,              1.2641,             0.66758,                 0.2,              3.7788,                   0,             0.00944,              0.6871,             0.66398,                   0,             0.15484,             0.38636,                   0,                   0,                   0,                 0.5,             0.67079,                   0,                   0,              2.2266
             0.94025,             0.95746,             0.98207,             0.77745,            0.017019,            0.033721,           0.0089436,             0.00734,             0.01036,             0.92309,             0.00035,              3.3155,             0.75296,             0.09684,             0.03595,             0.44419,             0.89561,              1.1221,             0.77047,                 0.2,              3.5339,                   0,             0.00983,              0.6871,             0.64054,                   0,             0.14629,             0.43558,                   0,                   0,                   0,                 0.5,             0.82387,                   0,                   0,              2.9232
             0.25702,             0.41032,              0.4266,             0.21241,            0.048295,             0.10339,            0.043807,             0.00734,             0.01296,             0.96771,             0.00044,              2.7909,              0.7413,             0.10297,              0.0375,             0.50398,             0.96642,               1.395,             0.74476,                 0.2,              3.8319,                   0,             0.00971,             0.63999,              0.4373,                   0,             0.13552,             0.31301,                   0,                   0,                   0,                 0.5,             0.92203,                   0,                   0,              4.0784
             0.94614,             0.94812,             0.97939,              0.7811,            0.015033,            0.026195,           0.0084706,             0.00807,             0.01244,              0.8373,             0.00043,              3.4171,             0.71275,             0.10954,             0.03521,             0.50034,             0.80273,               1.029,             0.70676,                 0.2,               3.068,                   0,             0.01034,              0.6871,             0.56628,                   0,             0.12701,             0.38636,                   0,                   0,                   0,                 0.5,             0.68315,                   0,                   0,              3.4441
             0.94173,             0.94967,             0.97755,             0.77249,             0.01178,            0.024004,           0.0066129,             0.00743,             0.01154,              0.9583,             0.00037,              2.1687,             0.64004,             0.08922,             0.02847,               0.402,             0.78773,              1.1291,             0.67501,                 0.2,              2.6548,                   0,             0.00839,             0.52298,             0.55501,                   0,             0.18742,             0.57891,                   0,                   0,                   0,                 0.5,             0.82715,                   0,                   0,               3.235
             0.93964,             0.96199,             0.98199,             0.77783,            0.017347,            0.032538,            0.010421,             0.00717,             0.01147,             0.96729,             0.00044,              3.5735,             0.73753,             0.10625,             0.03709,             0.51111,             0.96552,              1.2354,             0.62217,                 0.2,              3.5277,                   0,             0.01048,             0.61584,             0.53808,                   0,             0.14061,             0.38636,                   0,                   0,                   0,                 0.5,              0.8317,                   0,                   0,               3.326
              0.9474,              0.9586,             0.98132,              0.7738,            0.014575,             0.02985,           0.0086048,             0.00668,             0.01179,              0.9583,             0.00049,              3.3036,             0.76163,             0.10456,             0.03273,             0.44663,             0.89093,              1.1842,             0.69571,                 0.2,              3.2183,                   0,             0.01032,             0.73262,             0.49538,                   0,             0.13958,             0.37143,                   0,                   0,                   0,                 0.5,             0.81467,                   0,                   0,              2.6007
