   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.95688,              0.9594,             0.98365,             0.77692,            0.020577,            0.027854,            0.011135,             0.00737,             0.01069,                0.98,             0.00041,               2.908,             0.73128,             0.09746,             0.04723,              0.5309,              1.1262,             0.94257,             0.89979,                 0.2,              3.2369,                   0,             0.01402,             0.73122,             0.40431,                   0,             0.12206,             0.40309,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   3
             0.26649,              0.4267,             0.42151,             0.22582,            0.053817,            0.082298,            0.051901,             0.00943,             0.01192,             0.97336,             0.00043,              2.0479,             0.61422,              0.0994,             0.05069,             0.53754,              1.1677,              1.0985,              0.7466,                 0.2,              2.8144,                   0,             0.01419,             0.63351,             0.37288,                   0,             0.09717,             0.47258,                   0,                   0,                   0,                 0.5,             0.98535,                   0,                   0,              3.8789
             0.94683,             0.97078,             0.98507,             0.76699,             0.02298,            0.034129,             0.01055,             0.00824,              0.0107,             0.93053,             0.00056,              3.0146,              0.8297,             0.10393,             0.05138,             0.53724,                   1,              1.1657,             0.88721,                 0.2,              3.3563,                   0,             0.01357,             0.61871,             0.30273,                   0,              0.1227,             0.41106,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               3.283
             0.96241,              0.9598,             0.98564,             0.77194,            0.013731,            0.032889,           0.0091168,             0.00945,             0.01399,             0.96857,             0.00045,              3.2836,             0.77862,             0.11511,             0.03162,             0.53754,             0.70697,              1.2573,             0.82835,                 0.2,              3.2033,                   0,             0.01129,             0.69735,             0.40545,                   0,             0.13932,             0.46849,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3275
             0.68203,             0.24341,             0.37711,             0.19947,            0.038298,             0.10327,            0.031363,              0.0092,             0.01493,                0.98,             0.00045,               2.858,             0.76812,             0.11511,             0.03199,             0.49803,             0.60937,              1.2573,             0.93952,                 0.2,              3.2518,                   0,             0.01223,             0.69735,             0.39727,                   0,             0.16907,              0.5046,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.9968
             0.23318,             0.56021,             0.40214,             0.22651,            0.029622,            0.064523,            0.032259,             0.00615,             0.01399,             0.96253,             0.00056,              3.3251,             0.64914,             0.14861,             0.03558,              0.5285,             0.70697,              1.2573,             0.67409,                 0.2,                   2,                   0,             0.01129,             0.69735,             0.40545,                   0,             0.13932,             0.51894,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.65724,             0.26254,             0.39733,             0.21067,            0.036656,            0.097085,            0.035946,             0.00945,              0.0147,             0.94262,             0.00045,              3.1586,             0.80033,             0.11439,             0.03253,             0.53754,             0.69799,              1.2573,             0.86129,                 0.2,              2.9898,                   0,             0.01129,             0.69735,             0.33696,                   0,             0.15955,             0.46849,                   0,                   0,                   0,                 0.5,             0.88628,                   0,                   0,              3.6797
             0.95157,             0.96412,             0.98228,              0.7801,            0.014269,             0.03521,           0.0079505,              0.0072,             0.01116,                0.98,             0.00044,              3.2836,              0.7076,             0.10044,             0.03221,              0.4365,              0.7486,              1.2961,             0.82835,                 0.2,              3.2033,                   0,             0.00938,             0.69735,             0.60837,                   0,             0.14697,             0.41981,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3275
             0.95591,             0.95539,             0.98194,             0.76642,            0.026881,            0.021556,           0.0077035,              0.0074,                0.01,             0.95491,             0.00058,              3.7141,                 0.8,             0.12503,             0.05992,             0.36601,              1.0113,             0.69138,             0.81519,                 0.2,              3.4002,                   0,             0.02117,              0.4716,             0.30566,                   0,             0.07914,             0.55198,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.4423
             0.94846,             0.95277,             0.98234,             0.76758,            0.024409,            0.029427,            0.010308,               0.006,             0.01082,             0.97659,             0.00064,              3.9985,             0.84605,             0.10518,             0.05051,             0.37537,               1.354,             0.86748,             0.82925,                 0.2,              4.0878,                   0,               0.017,             0.40513,             0.30917,                   0,             0.09209,             0.43274,                   0,                   0,                   0,                 0.5,             0.91285,                   0,                   0,              3.1048
             0.93542,             0.95684,             0.98136,             0.77424,            0.022257,            0.023898,           0.0077969,              0.0073,              0.0101,                0.98,             0.00064,              3.6676,             0.76038,             0.11538,             0.04939,             0.35093,              1.1261,             0.77531,             0.81542,                 0.2,              3.4002,                   0,             0.01728,             0.42579,             0.31232,                   0,             0.07924,             0.48232,                   0,                   0,                   0,                 0.5,             0.93183,                   0,                   0,              3.2734
             0.95672,             0.92956,             0.97957,             0.77332,            0.021977,            0.024153,           0.0079665,             0.00704,             0.01022,             0.97451,             0.00066,              3.7271,             0.75287,             0.11541,             0.04858,             0.36147,              1.1092,             0.76562,             0.84628,                 0.2,              3.4002,                   0,             0.01749,             0.40697,             0.31232,                   0,              0.0812,             0.46432,                   0,                   0,                   0,                 0.5,             0.92621,                   0,                   0,              3.2734
             0.93489,             0.95123,             0.98035,             0.77766,            0.022801,            0.023013,           0.0086476,              0.0073,                0.01,             0.97678,             0.00063,              3.6676,              0.6848,             0.12805,             0.04939,             0.37821,              1.1596,             0.67798,             0.89279,                 0.2,              3.4455,                   0,              0.0184,             0.42445,             0.30152,                   0,             0.07893,             0.49291,                   0,                   0,                   0,                 0.5,             0.93183,                   0,                   0,              2.8908
             0.95334,             0.94532,               0.982,             0.77228,            0.023006,            0.027866,           0.0086256,             0.00759,             0.01126,             0.88629,             0.00044,              2.4629,             0.73358,             0.09996,             0.05065,             0.43812,             0.86989,             0.94257,             0.75469,                 0.2,              3.4258,                   0,             0.01238,             0.73122,             0.37797,                   0,             0.14799,             0.45564,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9729
             0.95631,              0.9534,             0.98284,             0.77639,            0.021724,            0.030646,            0.012016,             0.00618,             0.01061,                0.98,             0.00041,               2.982,             0.74263,             0.09277,              0.0491,             0.56272,              1.1575,             0.97719,              0.9718,                 0.2,              3.2369,                   0,             0.01293,             0.67851,             0.40431,                   0,             0.12443,             0.43537,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               3.062
             0.59167,             0.25257,             0.33098,             0.17136,            0.062712,            0.077961,            0.057328,             0.00541,             0.01458,              0.9726,             0.00039,              3.9857,             0.62764,             0.09286,             0.04916,             0.56272,              1.1575,             0.77023,               1.001,                 0.2,              3.2716,                   0,             0.01337,             0.86462,              0.4667,                   0,              0.0777,             0.43387,                   0,                   0,                   0,                 0.5,             0.74226,                   0,                   0,              4.2475
             0.94768,             0.95307,             0.98058,             0.77421,            0.019676,            0.032663,            0.010531,             0.00702,             0.01357,                0.98,             0.00051,               2.982,             0.71358,             0.11674,             0.04642,             0.53129,              1.1575,              1.1643,             0.91446,                 0.2,              3.0579,                   0,             0.01222,             0.69805,             0.42803,                   0,             0.11457,             0.39782,                   0,                   0,                   0,                 0.5,             0.91812,                   0,                   0,              3.4772
             0.98021,             0.96007,             0.98884,             0.76093,             0.02077,            0.031162,           0.0096708,             0.00655,             0.01061,                0.98,             0.00041,               2.982,                0.95,             0.09412,             0.04739,             0.47803,              1.0152,              1.0342,             0.87733,                 0.2,              3.5879,                   0,             0.01375,              0.6145,             0.36574,                   0,             0.15541,             0.39533,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               2.904
             0.76642,             0.24569,             0.38082,             0.19812,            0.061667,            0.094231,             0.05473,             0.00613,             0.01061,                0.98,             0.00038,              3.0014,             0.69964,             0.09037,             0.05083,             0.55148,              1.1575,             0.97719,              0.9718,                 0.2,              3.2369,                   0,             0.01293,             0.64997,              0.3763,                   0,             0.12443,             0.44722,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.3339
             0.94847,             0.95441,             0.98082,             0.77477,            0.022131,            0.022952,            0.010551,             0.00676,             0.01061,                0.98,             0.00041,               2.982,              0.7171,             0.09757,             0.05318,             0.57108,              1.0353,             0.88674,             0.80241,                 0.2,              2.9057,                   0,             0.01139,             0.64952,             0.40431,                   0,             0.12627,             0.43679,                   0,                   0,                   0,                 0.5,             0.98438,                   0,                   0,              2.9951
             0.94267,             0.95759,             0.97918,              0.7826,            0.025217,            0.029247,            0.010609,               0.006,             0.01001,              0.9174,             0.00032,              3.8962,             0.81277,              0.0374,             0.06295,             0.56272,              1.2501,             0.97719,               1.158,                 0.2,              2.7374,                   0,             0.01338,             0.74509,             0.51804,                   0,             0.13114,             0.39558,                   0,                   0,                   0,                 0.5,             0.91505,                   0,                   0,              2.8592
             0.67504,             0.27117,             0.39227,             0.21363,            0.043434,            0.070369,            0.041126,             0.00631,             0.01078,             0.96992,             0.00047,              2.7009,             0.69696,             0.08851,             0.04723,              0.5309,               1.071,             0.88342,             0.90075,                 0.2,               3.428,                   0,             0.01417,             0.81853,             0.35416,                   0,             0.12358,             0.38336,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                2.35
             0.95449,             0.96398,             0.98209,             0.77587,            0.019917,            0.025763,            0.010463,             0.00737,             0.01131,                0.98,             0.00044,              2.9156,              0.7607,             0.09686,             0.04723,             0.54629,              1.1372,             0.96195,             0.81094,                 0.2,              3.0797,                   0,             0.01402,             0.72463,             0.39421,                   0,             0.11442,             0.39858,                   0,                   0,                   0,                 0.5,             0.98051,                   0,                   0,              3.0051
             0.95116,             0.95872,             0.98136,             0.76698,            0.021117,            0.030321,            0.010852,             0.00784,             0.01112,                0.98,             0.00038,              2.8672,             0.73233,             0.09951,             0.04723,              0.5309,              1.0886,             0.97906,              0.9091,                 0.2,              3.3664,                   0,             0.01337,             0.76302,             0.40479,                   0,             0.12809,              0.4068,                   0,                   0,                   0,                 0.5,             0.99429,                   0,                   0,              2.9642
             0.96079,               0.957,             0.98256,             0.77313,             0.02082,            0.026829,            0.011124,             0.00755,              0.0108,             0.97759,             0.00041,               2.908,             0.73128,             0.09878,             0.04798,             0.53328,              1.1546,             0.92202,             0.89979,                 0.2,              3.2092,                   0,             0.01435,             0.73187,             0.41073,                   0,             0.12206,             0.39306,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               2.967
             0.95613,             0.95386,             0.98233,             0.77461,            0.019547,            0.026924,            0.010869,              0.0074,                0.01,             0.96693,             0.00038,              2.7763,             0.72781,             0.10198,             0.04501,              0.5259,              1.1106,             0.92501,             0.88293,                 0.2,              3.2236,                   0,             0.01402,             0.68661,             0.41079,                   0,             0.12703,             0.40309,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               2.927
              0.7089,             0.24418,             0.36658,             0.19275,             0.05027,            0.083078,            0.046631,             0.00543,              0.0118,                0.98,             0.00041,               2.908,             0.48411,                0.09,             0.04723,             0.48415,              1.2637,             0.83432,              1.1454,                 0.2,              3.3846,                   0,             0.01595,             0.83232,             0.50693,                   0,              0.1151,             0.46979,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.42738,             0.24894,             0.27913,             0.10648,            0.055852,            0.064391,            0.046029,              0.0045,                0.01,                0.98,             0.00041,              2.9362,             0.50167,             0.10932,             0.03583,             0.45513,              1.0132,             0.94849,             0.73371,                 0.2,              3.2527,                   0,             0.01411,                 0.9,             0.40431,                   0,             0.11195,             0.28866,                   0,                   0,                   0,                 0.5,             0.86667,                   0,                   0,              4.6761
             0.92737,             0.96781,             0.98095,             0.77276,            0.021389,            0.028394,            0.011573,              0.0074,             0.01101,                0.98,             0.00042,              2.8525,             0.73128,             0.09922,             0.04864,             0.52741,              1.1996,             0.93385,             0.91512,                 0.2,              3.2826,                   0,             0.01414,              0.7193,             0.40782,                   0,             0.12206,             0.40309,                   0,                   0,                   0,                 0.5,             0.95242,                   0,                   0,              2.7696
             0.93421,             0.96693,             0.98143,             0.78133,            0.020507,            0.026385,            0.011302,             0.00748,                0.01,                0.98,             0.00042,              3.1117,             0.70281,             0.09256,             0.04723,              0.5309,              1.2126,             0.93005,             0.83749,                 0.2,              3.1469,                   0,             0.01358,             0.73122,             0.40431,                   0,             0.11831,             0.40309,                   0,                   0,                   0,                 0.5,             0.96927,                   0,                   0,              2.6341
             0.94966,             0.94545,             0.98049,             0.77826,             0.01463,            0.036059,           0.0077628,             0.00559,             0.01336,             0.97995,             0.00049,              3.8452,             0.66137,             0.10964,             0.03221,              0.4365,             0.68426,              1.2862,             0.82192,                 0.2,              3.2033,                   0,             0.00799,             0.69735,             0.48528,                   0,             0.11612,             0.40753,                   0,                   0,                   0,                 0.5,             0.93129,                   0,                   0,              3.4883
             0.23755,             0.40591,             0.40156,             0.19502,            0.039638,             0.10527,             0.03199,             0.00756,             0.01159,                0.98,             0.00044,              3.1494,             0.74013,             0.10225,             0.02979,             0.43011,             0.75112,              1.3945,             0.83092,                 0.2,              3.4878,                   0,             0.00885,             0.66622,             0.65258,                   0,             0.14104,             0.40346,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.5495
             0.94679,             0.95472,             0.97936,             0.76364,            0.016821,            0.049353,           0.0078178,              0.0072,             0.01116,                0.98,             0.00025,              3.9549,             0.59938,             0.12363,             0.03298,             0.45261,             0.51598,              1.6028,             0.78814,                 0.2,              3.7909,                   0,             0.01006,             0.58372,             0.59195,                   0,             0.15303,             0.50368,                   0,                   0,                   0,                 0.5,              0.8643,                   0,                   0,              3.3275
             0.95689,             0.94688,              0.9817,             0.78329,            0.015656,            0.031094,           0.0077698,             0.00714,             0.01148,             0.95343,             0.00044,              3.2717,             0.80284,             0.10044,             0.03594,             0.41503,             0.82815,              1.2384,             0.71811,                 0.2,              3.2033,                   0,             0.00916,             0.73244,              0.5677,                   0,             0.14697,             0.37294,                   0,                   0,                   0,                 0.5,             0.82611,                   0,                   0,              3.2522
             0.94415,             0.96411,             0.98223,             0.78259,            0.013312,            0.037295,           0.0075892,             0.00781,             0.01122,              0.9623,             0.00044,              3.3671,             0.69009,             0.09834,             0.02954,             0.42253,              0.7486,              1.3409,             0.78613,                 0.2,               3.176,                   0,             0.00919,             0.71392,             0.63545,                   0,             0.13798,             0.41981,                   0,                   0,                   0,                 0.5,             0.95416,                   0,                   0,              3.4369
             0.93409,             0.96703,              0.9818,             0.77865,            0.020587,            0.026748,            0.011317,             0.00753,             0.01001,                0.98,             0.00043,              3.2248,             0.69188,             0.09083,             0.04728,             0.52138,              1.2208,             0.93005,              0.8541,                 0.2,              3.2167,                   0,             0.01358,             0.73525,             0.40623,                   0,             0.11818,             0.40142,                   0,                   0,                   0,                 0.5,             0.96272,                   0,                   0,              2.6341
             0.94266,             0.96466,             0.98191,             0.77382,             0.02207,            0.031167,            0.012969,             0.00716,             0.01137,                0.98,             0.00039,              3.1117,             0.63119,             0.08489,             0.04464,              0.5602,              1.0882,             0.93005,             0.83749,                 0.2,              3.9099,                   0,             0.01585,             0.79521,             0.28281,                   0,             0.10768,             0.36245,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6341
             0.95246,             0.96411,             0.98238,              0.7771,            0.019992,            0.026958,            0.010739,              0.0072,                0.01,             0.97837,             0.00043,              3.1415,             0.70281,             0.09118,             0.04723,             0.52728,              1.2277,             0.93638,             0.89891,                 0.2,              3.0969,                   0,             0.01398,             0.72661,             0.41406,                   0,             0.11831,             0.35645,                   0,                   0,                   0,                 0.5,             0.99346,                   0,                   0,              2.6341
             0.93752,             0.95684,             0.97928,             0.77869,            0.019937,             0.02403,             0.01034,              0.0069,                0.01,                0.98,             0.00042,              3.0734,             0.65445,             0.08516,              0.0469,             0.53605,               1.162,             0.87941,             0.79622,                 0.2,              3.0097,                   0,             0.01371,             0.79213,             0.39793,                   0,             0.12528,             0.37873,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8611
             0.94979,              0.9558,             0.98102,             0.76763,             0.02065,            0.020043,            0.013162,             0.00816,             0.01009,             0.93969,             0.00042,              3.1117,              0.7851,             0.07834,             0.04723,             0.67647,              1.2126,             0.80091,              0.6511,                 0.2,              3.1469,                   0,             0.01523,             0.85796,             0.49679,                   0,             0.14199,             0.46524,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               3.389
             0.93755,             0.96398,             0.98063,             0.76398,            0.028481,            0.028801,            0.010616,             0.00748,                0.01,                0.98,             0.00056,              3.2504,             0.51686,             0.11277,             0.06115,             0.42281,              1.3766,             0.89773,             0.83749,                 0.2,              3.4342,                   0,              0.0136,              0.7123,             0.45956,                   0,             0.11831,             0.37624,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.2313
             0.66059,             0.27637,             0.39316,             0.20883,            0.046035,            0.069637,            0.040038,             0.00689,                0.01,             0.97995,             0.00045,              3.1117,             0.70281,             0.09487,              0.0548,             0.49547,              1.2126,             0.93005,             0.84353,                 0.2,              3.2857,                   0,             0.01278,             0.72995,             0.37069,                   0,             0.12639,             0.40163,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.3514
             0.94491,             0.94012,             0.97832,             0.77799,            0.018896,            0.023557,           0.0096742,             0.00748,             0.01293,             0.97125,             0.00042,              3.4328,             0.73771,             0.09429,             0.04499,             0.47578,              1.2758,             0.79688,             0.96824,                 0.2,              3.0399,                   0,             0.01213,             0.72572,             0.41242,                   0,             0.11831,             0.44325,                   0,                   0,                   0,                 0.5,             0.96927,                   0,                   0,              2.8112
             0.94542,             0.95286,             0.98038,              0.7775,            0.014699,            0.022596,            0.010794,             0.00748,                0.01,                0.98,             0.00041,              3.1291,             0.63412,             0.09256,             0.03414,              0.5309,              1.2559,             0.90696,             0.70831,                 0.2,              2.9357,                   0,             0.01214,             0.71795,             0.37789,                   0,             0.14185,             0.43687,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7309
             0.94561,             0.95394,             0.98188,             0.77181,             0.01912,            0.028177,            0.010924,             0.00807,                0.01,                0.98,             0.00041,              3.1592,             0.70281,             0.09743,             0.04389,             0.52842,              1.1349,             0.99522,             0.85031,                 0.2,              3.1469,                   0,             0.01299,             0.73122,             0.41145,                   0,             0.11923,             0.40377,                   0,                   0,                   0,                 0.5,             0.93722,                   0,                   0,               3.105
             0.69265,             0.41234,             0.49341,             0.27823,            0.036765,            0.062302,            0.037302,              0.0081,             0.01049,             0.97713,             0.00052,              3.3519,             0.81902,             0.08529,             0.04879,             0.57881,               1.303,             0.92986,             0.87067,                 0.2,              3.1534,                   0,             0.01358,             0.67045,             0.41574,                   0,             0.12222,             0.46054,                   0,                   0,                   0,                 0.5,             0.96927,                   0,                   0,              2.3225
             0.93606,             0.96822,             0.98191,             0.77712,            0.021858,            0.029251,            0.011544,             0.00748,                0.01,                0.98,             0.00043,              3.1117,             0.70088,             0.09925,             0.04977,             0.53466,              1.2638,             0.96851,             0.85995,                 0.2,              3.1747,                   0,             0.01358,             0.65909,             0.40431,                   0,             0.11447,             0.40786,                   0,                   0,                   0,                 0.5,              0.9652,                   0,                   0,              2.6141
              0.6015,             0.42749,             0.48703,             0.27282,            0.032248,            0.063276,            0.038042,             0.00805,             0.01059,                0.98,             0.00038,              3.8019,             0.77742,             0.07512,             0.04163,             0.56431,              1.4468,             0.90199,             0.98276,                 0.2,               2.729,                   0,             0.01358,             0.86311,             0.40431,                   0,             0.11831,             0.40309,                   0,                   0,                   0,                 0.5,             0.96927,                   0,                   0,               2.378
             0.94765,             0.95109,             0.98153,             0.78199,            0.020342,            0.024058,            0.011135,             0.00744,                0.01,                0.98,             0.00042,               3.309,             0.74802,             0.09455,             0.04723,             0.53972,              1.1812,             0.84417,             0.84473,                 0.2,              3.1469,                   0,             0.01315,             0.67609,             0.38498,                   0,             0.12182,              0.3893,                   0,                   0,                   0,                 0.5,             0.96927,                   0,                   0,              3.1127
             0.71166,             0.25641,             0.39947,             0.21605,            0.031964,            0.062919,            0.034449,             0.00588,                0.01,             0.96313,             0.00044,              4.0848,             0.73371,             0.07768,             0.03187,             0.39916,              1.1812,             0.82054,             0.86627,                 0.2,              3.1469,                   0,             0.01023,             0.76183,             0.37497,                   0,             0.08338,             0.40903,                   0,                   0,                   0,                 0.5,             0.87521,                   0,                   0,                   2
             0.18333,             0.63877,             0.40287,             0.21432,            0.042042,            0.054906,            0.043506,             0.00744,                0.01,                0.98,             0.00042,              3.6599,             0.79416,             0.11984,             0.04404,             0.52768,              1.2987,              1.0387,                 0.5,                 0.2,              4.6828,                   0,             0.01458,             0.64788,             0.28325,                   0,             0.12182,             0.37374,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.93489,             0.95601,             0.98025,             0.77561,            0.019655,             0.02532,             0.01038,             0.00744,             0.01096,             0.97458,             0.00043,              3.5089,             0.74721,              0.0959,             0.04476,             0.50085,              1.0911,             0.85743,             0.88306,                 0.2,              3.2328,                   0,             0.01282,             0.75818,             0.39711,                   0,             0.12182,              0.3893,                   0,                   0,                   0,                 0.5,             0.87392,                   0,                   0,              3.2351
             0.93611,             0.96411,             0.98228,             0.78546,            0.020536,            0.024933,            0.010498,             0.00695,                0.01,                0.98,             0.00042,               3.309,             0.74802,             0.09714,             0.04763,             0.50327,              1.2069,             0.86807,             0.85321,                 0.2,              3.1356,                   0,             0.01378,              0.7373,             0.39812,                   0,             0.12256,             0.38361,                   0,                   0,                   0,                 0.5,             0.87189,                   0,                   0,              2.8521
              0.9317,              0.9557,             0.97727,              0.7602,            0.024484,            0.027683,            0.011255,             0.00601,                0.01,             0.92493,             0.00033,              3.8605,             0.81277,             0.03685,             0.06121,             0.58758,              1.3143,             0.97719,              1.2114,                 0.2,               2.612,                   0,             0.01239,             0.74509,             0.52112,                   0,             0.13114,             0.39501,                   0,                   0,                   0,                 0.5,             0.87103,                   0,                   0,                2.93
             0.53445,             0.38372,             0.43919,             0.22111,             0.04249,            0.082854,            0.043028,             0.00633,                0.01,             0.90648,             0.00025,              3.7215,             0.78608,              0.0374,              0.0549,             0.60464,              1.0914,              1.0463,              1.0636,                 0.2,              2.4647,                   0,             0.01309,             0.87058,             0.51804,                   0,             0.10968,             0.43702,                   0,                   0,                   0,                 0.5,             0.94919,                   0,                   0,                   2
             0.94804,             0.94911,             0.97974,             0.75722,            0.026276,            0.024497,           0.0089684,             0.00635,                0.01,              0.9174,             0.00032,              4.0133,             0.81277,              0.0374,             0.06851,             0.52854,              1.2611,              1.0101,              1.1419,                 0.2,              2.2881,                   0,             0.01173,             0.77903,             0.50906,                   0,             0.13459,             0.39558,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6391
             0.93617,              0.9508,             0.97835,             0.71894,            0.037898,            0.026538,            0.010385,             0.00589,             0.01001,              0.9174,             0.00034,               4.212,             0.68806,             0.03302,             0.07542,             0.53293,              1.1896,             0.93498,              1.1263,                 0.2,              2.5867,                   0,              0.0123,             0.73774,             0.50799,                   0,              0.1264,             0.36024,                   0,                   0,                   0,                 0.5,             0.81732,                   0,                   0,              2.8592
