   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.88681,              0.2864,             0.37942,              0.1944,            0.043299,            0.045405,            0.035279,              0.0104,             0.01004,               0.937,             0.00044,              2.7235,             0.84948,             0.11193,             0.05056,                 0.5,             0.77587,              0.8509,                   1,                 0.2,              4.2595,                   0,             0.01595,             0.73371,               0.381,                   0,                 0.1,             0.41557,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.1123
             0.65242,             0.32484,             0.36249,              0.1809,            0.050649,            0.056686,            0.038835,              0.0102,                0.01,             0.92782,             0.00055,              2.7171,             0.83725,             0.11895,                0.05,             0.49425,             0.99853,              1.2363,              1.0821,                 0.2,              3.9942,                   0,             0.01229,             0.73956,              0.4113,                   0,             0.06831,             0.49208,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6442
             0.90414,             0.33449,              0.3967,             0.20445,            0.048053,            0.052858,            0.043649,              0.0091,             0.01041,             0.95851,             0.00051,              3.1229,             0.85557,             0.11362,             0.05363,             0.52785,              1.1529,             0.93959,              1.0672,                 0.2,              4.3413,                   0,             0.01332,             0.69842,             0.44419,                   0,             0.09434,             0.50539,                   0,                   0,                   0,                 0.5,              0.8442,                   0,                   0,                   3
             0.87304,             0.31879,              0.3856,             0.19286,            0.038931,            0.049721,            0.043184,             0.00987,             0.01224,             0.94294,             0.00046,              2.7416,             0.79189,             0.12141,             0.04042,             0.59778,             0.93625,              1.0405,             0.92892,                 0.2,              4.1958,                   0,             0.01252,             0.70409,             0.46409,                   0,             0.08911,             0.36174,                   0,                   0,                   0,                 0.5,             0.91235,                   0,                   0,                   3
             0.59377,             0.55353,             0.40524,             0.20379,            0.042054,            0.052235,            0.040562,             0.00987,                0.01,             0.92194,             0.00041,              3.0374,             0.91209,             0.10727,             0.04894,             0.57008,              1.0319,               1.017,              1.1629,                 0.2,              4.1183,                   0,             0.01459,             0.69158,             0.44956,                   0,             0.09866,             0.42929,                   0,                   0,                   0,                 0.5,             0.97883,                   0,                   0,              3.4681
             0.84562,             0.34231,             0.39903,             0.19255,            0.047908,            0.044236,            0.044494,             0.00798,                0.01,             0.95067,             0.00058,              3.9133,             0.94597,             0.12152,             0.05363,             0.56454,              1.1599,             0.82649,             0.94413,                 0.2,              4.4368,                   0,             0.01332,             0.66095,             0.44419,                   0,              0.1468,             0.52373,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6939
             0.93454,             0.30299,             0.40901,             0.19916,            0.051603,             0.04543,            0.039849,               0.009,                0.01,             0.97015,             0.00051,              3.6785,             0.85004,             0.14249,             0.05955,             0.47493,              1.1529,             0.99458,             0.75331,                 0.2,              4.3413,                   0,             0.01189,              0.8485,             0.35569,                   0,             0.09606,             0.43151,                   0,                   0,                   0,                 0.5,             0.76733,                   0,                   0,              2.8493
             0.96657,             0.17251,             0.22205,             0.11814,            0.060995,            0.035562,            0.037391,             0.01047,             0.01076,                0.98,             0.00052,              3.6924,             0.85004,             0.17867,             0.04467,              0.5631,              1.2391,              1.0448,             0.75331,                 0.2,               3.893,                   0,             0.01327,              0.8486,             0.31572,                   0,             0.09754,             0.54139,                   0,                   0,                   0,                 0.5,             0.76733,                   0,                   0,                   2
             0.92031,             0.32564,             0.40371,             0.22877,             0.05342,            0.045568,            0.039961,             0.00886,                0.01,             0.95942,             0.00053,              3.6785,             0.85121,             0.14249,             0.05955,             0.47871,              1.1198,              1.0075,             0.75331,                 0.2,              4.3413,                   0,             0.01187,              0.8485,             0.35724,                   0,             0.09806,             0.42669,                   0,                   0,                   0,                 0.5,             0.76644,                   0,                   0,              2.7308
             0.95826,             0.16044,             0.20836,            0.076254,            0.081539,            0.039005,            0.036408,             0.00983,             0.01161,             0.86989,             0.00053,              3.6178,             0.88886,              0.1133,             0.05363,             0.52435,              1.1529,             0.93959,              1.0672,                 0.2,               3.568,                   0,             0.01106,             0.67671,             0.32965,                   0,             0.09656,             0.43124,                   0,                   0,                   0,                 0.5,             0.89645,                   0,                   0,              2.4288
             0.90549,             0.33104,             0.39188,             0.19959,            0.049148,             0.05259,            0.043733,             0.00909,             0.01039,             0.95881,             0.00051,              3.1193,             0.85671,             0.11328,             0.05348,             0.52947,              1.1529,             0.93707,              1.0695,                 0.2,              4.3457,                   0,             0.01339,             0.69915,             0.44348,                   0,             0.09459,             0.50408,                   0,                   0,                   0,                 0.5,             0.84306,                   0,                   0,               3.009
             0.91581,             0.30567,             0.38786,             0.17296,            0.046621,            0.057964,            0.045419,             0.00671,              0.0104,             0.94251,             0.00057,              2.7505,                0.95,             0.12656,             0.05041,             0.57256,              1.0833,              1.0503,             0.98775,                 0.2,              4.5723,                   0,             0.01405,             0.73972,             0.45584,                   0,             0.07923,             0.50734,                   0,                   0,                   0,                 0.5,             0.83709,                   0,                   0,              2.5081
             0.96724,             0.17672,             0.24104,             0.13022,            0.059641,            0.053015,            0.029581,             0.01089,             0.01135,             0.95851,             0.00046,              2.7868,                0.95,             0.11362,             0.05676,             0.50408,             0.88593,              1.0545,              1.1576,                 0.2,              3.5799,                   0,             0.01329,             0.62271,             0.43685,                   0,               0.111,             0.50539,                   0,                   0,                   0,                 0.5,             0.77163,                   0,                   0,              2.0995
             0.91127,             0.32742,             0.40058,             0.21147,            0.047873,            0.052901,            0.043777,              0.0091,             0.01046,             0.95799,             0.00051,              3.1181,              0.8547,             0.11335,             0.05363,             0.52863,              1.1587,             0.94085,              1.0662,                 0.2,              4.3413,                   0,             0.01338,             0.69937,             0.44419,                   0,             0.09429,             0.50539,                   0,                   0,                   0,                 0.5,             0.84453,                   0,                   0,              3.0133
             0.91253,             0.28055,             0.37532,              0.1636,            0.050949,            0.050016,             0.04314,             0.00909,             0.01072,             0.96616,              0.0005,              3.0667,             0.87165,             0.11586,             0.05428,             0.52863,              1.1711,             0.92314,              1.0087,                 0.2,              4.3778,                   0,             0.01413,             0.69744,             0.45733,                   0,              0.0951,             0.50441,                   0,                   0,                   0,                 0.5,             0.85848,                   0,                   0,              3.2081
             0.95236,             0.28665,             0.40574,             0.20974,            0.052195,             0.05181,            0.045596,             0.00914,             0.01021,             0.95243,             0.00051,              3.0678,             0.84953,             0.11271,             0.05505,              0.5539,              1.1767,             0.92819,              1.0707,                 0.2,              4.3413,                   0,             0.01341,             0.69821,             0.45607,                   0,             0.09501,             0.50531,                   0,                   0,                   0,                 0.5,             0.84852,                   0,                   0,               3.065
             0.87371,             0.33077,             0.38111,             0.19799,            0.053865,            0.046579,            0.052792,             0.00914,                0.01,             0.95243,             0.00051,              2.8225,             0.66911,             0.12952,             0.05505,              0.5539,              1.3578,             0.75603,              1.1543,                 0.2,              4.0296,                   0,             0.01438,             0.63271,             0.49009,                   0,              0.0901,             0.45146,                   0,                   0,                   0,                 0.5,             0.82129,                   0,                   0,              2.6602
             0.96217,             0.14842,             0.21315,             0.10757,            0.054448,            0.058674,            0.051026,             0.00914,                0.01,             0.93102,             0.00052,              3.3597,              0.7898,             0.11171,             0.05388,             0.56805,              1.1508,             0.92819,              1.0343,                 0.2,              4.3413,                   0,             0.01302,             0.69821,             0.43484,                   0,             0.09125,             0.49489,                   0,                   0,                   0,                 0.5,             0.79316,                   0,                   0,              3.8527
             0.88938,              0.3293,             0.40051,             0.19339,            0.048781,            0.054048,            0.045328,             0.00918,             0.01021,             0.93575,             0.00055,              3.2976,              0.8428,             0.11001,              0.0542,              0.5553,               1.088,             0.92819,              1.0707,                 0.2,              4.4476,                   0,             0.01265,             0.69275,             0.50638,                   0,             0.09501,             0.50275,                   0,                   0,                   0,                 0.5,             0.84852,                   0,                   0,              3.4465
             0.93629,             0.29533,             0.40928,             0.21669,            0.050771,            0.051731,            0.044755,             0.00927,             0.01057,             0.95123,             0.00051,              3.0678,             0.86604,             0.11359,             0.05446,             0.55579,              1.1767,              0.9396,              1.0655,                 0.2,              4.3413,                   0,             0.01312,              0.6934,             0.44346,                   0,              0.0957,             0.50184,                   0,                   0,                   0,                 0.5,             0.84852,                   0,                   0,              3.0234
             0.96842,             0.16538,             0.23484,             0.12945,            0.058286,            0.046187,            0.038354,             0.00906,             0.01172,             0.93451,             0.00052,              3.2049,             0.91732,             0.11043,              0.0557,             0.55579,              1.1767,             0.88569,              1.0655,                 0.2,              4.2094,                   0,              0.0124,              0.6934,             0.45566,                   0,             0.09397,             0.48812,                   0,                   0,                   0,                 0.5,             0.86787,                   0,                   0,              2.3741
             0.90518,             0.36026,             0.40112,             0.22517,            0.046575,            0.044821,            0.044229,             0.00864,             0.01057,             0.97703,             0.00051,              3.4967,             0.79446,             0.11359,             0.05615,             0.55617,              1.2228,             0.83054,              1.0891,                 0.2,              2.8611,                   0,             0.01241,              0.6934,             0.44346,                   0,             0.11445,             0.54554,                   0,                   0,                   0,                 0.5,             0.89183,                   0,                   0,              3.1442
             0.82183,              0.3641,             0.38839,             0.17288,            0.054007,             0.04867,             0.04765,             0.01224,             0.01146,             0.97943,             0.00052,              2.4527,             0.74615,             0.11359,             0.05446,             0.59998,              1.1767,             0.80104,              1.0733,                 0.2,              5.0479,                   0,             0.00984,              0.5529,             0.42378,                   0,             0.10039,             0.35486,                   0,                   0,                   0,                 0.5,             0.82669,                   0,                   0,              2.8356
             0.90112,             0.30297,             0.41642,             0.21657,              0.0474,            0.049773,            0.043462,             0.00814,                0.01,                0.98,             0.00053,              2.7037,                0.95,             0.11348,             0.05261,             0.55579,              1.2881,             0.90921,              1.0655,                 0.2,              4.3413,                   0,             0.01312,             0.63406,             0.46364,                   0,             0.11577,             0.50184,                   0,                   0,                   0,                 0.5,             0.85218,                   0,                   0,              3.2954
              0.8999,             0.35262,             0.41085,             0.19868,            0.045679,            0.042182,            0.041138,             0.00981,             0.01029,             0.92182,             0.00033,              3.1031,             0.85338,             0.13827,             0.05762,             0.71003,             0.88688,             0.88633,              1.1038,                 0.2,              2.2945,                   0,             0.01291,             0.59588,             0.42953,                   0,             0.12691,             0.51331,                   0,                   0,                   0,                 0.5,             0.95882,                   0,                   0,              2.9913
             0.95989,             0.16923,             0.23969,             0.11719,            0.070633,            0.041721,            0.039024,             0.00961,             0.01187,             0.89589,             0.00032,              3.3355,             0.82407,             0.15465,             0.05677,             0.75995,             0.81802,             0.90758,               1.149,                 0.2,               2.361,                   0,             0.01198,             0.61492,             0.40591,                   0,             0.10327,             0.55116,                   0,                   0,                   0,                 0.5,             0.89646,                   0,                   0,              2.3186
              0.6244,             0.45889,             0.37538,              0.1272,            0.060966,            0.037883,            0.034619,             0.00961,             0.01063,             0.91633,             0.00029,              2.4906,             0.85494,             0.13827,             0.04721,             0.70652,             0.88688,             0.88612,              1.0556,                 0.2,                   2,                   0,              0.0127,             0.58022,             0.39039,                   0,             0.12968,             0.39966,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.4284
             0.86754,             0.36667,             0.40652,             0.23485,            0.058475,            0.040639,            0.044203,             0.00968,             0.01027,             0.91633,             0.00031,              3.2845,             0.82136,             0.14143,             0.06177,             0.72697,             0.88768,             0.91732,              1.0349,                 0.2,              2.3298,                   0,             0.01252,             0.58055,             0.40547,                   0,              0.1247,             0.50253,                   0,                   0,                   0,                 0.5,             0.99384,                   0,                   0,              3.0961
              0.9061,              0.3402,              0.4001,             0.23596,            0.048952,            0.042786,            0.042113,             0.00898,             0.01087,                0.98,             0.00051,              3.4814,             0.85019,             0.10827,             0.05615,             0.58448,               1.177,             0.83054,              1.0891,                 0.2,              2.8621,                   0,             0.01346,             0.69275,             0.42416,                   0,              0.1161,             0.56618,                   0,                   0,                   0,                 0.5,             0.84144,                   0,                   0,              3.1442
             0.96322,             0.17068,              0.1971,            0.081018,            0.045501,            0.033162,            0.031786,             0.00864,                0.01,             0.85912,             0.00053,              2.9798,              0.9035,             0.13268,             0.05615,             0.52656,             0.78314,             0.50772,               1.165,                 0.2,              2.9783,                   0,             0.01241,             0.70488,              0.5492,                   0,             0.11068,             0.35967,                   0,                   0,                   0,                 0.5,              0.9275,                   0,                   0,               2.275
             0.91101,             0.34069,             0.39702,              0.2284,            0.051715,            0.043381,            0.043908,             0.00861,              0.0106,             0.97807,             0.00052,              3.4967,              0.8028,             0.11297,             0.05612,             0.55617,              1.2108,             0.83021,              1.0862,                 0.2,              2.8611,                   0,             0.01245,              0.6934,             0.44301,                   0,             0.11447,             0.54444,                   0,                   0,                   0,                 0.5,             0.89129,                   0,                   0,              3.1018
             0.90921,             0.36627,             0.40447,             0.20994,            0.045746,            0.043733,            0.043242,             0.00794,                0.01,             0.96105,             0.00047,              3.0986,             0.86257,             0.11297,             0.05448,              0.5785,              1.1851,             0.83021,              1.0746,                 0.2,              2.8611,                   0,             0.01176,             0.70322,             0.44301,                   0,             0.11693,             0.54554,                   0,                   0,                   0,                 0.5,             0.84257,                   0,                   0,              2.9911
             0.92193,             0.33804,             0.40381,             0.23529,            0.047951,            0.042387,            0.042644,             0.00861,             0.01086,                0.98,             0.00049,              3.5697,             0.83796,             0.10875,             0.05686,             0.55617,              1.2349,             0.81149,              1.0561,                 0.2,              2.8248,                   0,             0.01143,             0.63351,             0.45195,                   0,             0.11439,             0.58042,                   0,                   0,                   0,                 0.5,             0.88406,                   0,                   0,              3.0844
             0.85732,             0.36538,              0.4222,             0.25377,            0.041121,            0.047689,            0.032572,             0.00972,             0.01158,             0.89018,             0.00035,              3.2845,                0.95,             0.15424,              0.0558,             0.56449,             0.88768,              1.1137,              1.0846,                 0.2,              2.0633,                   0,             0.01583,             0.56239,              0.4005,                   0,             0.11704,             0.50253,                   0,                   0,                   0,                 0.5,             0.82171,                   0,                   0,              3.4164
             0.90385,              0.3177,             0.40138,             0.22301,            0.045749,            0.040718,             0.04193,             0.00874,              0.0103,             0.91633,             0.00031,              2.9141,             0.84827,             0.15993,             0.06177,             0.64879,             0.87812,             0.85386,              1.0349,                 0.2,              2.2869,                   0,             0.01589,             0.51092,             0.40547,                   0,              0.1247,             0.55546,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7225
             0.89126,             0.31269,             0.41116,             0.20234,            0.046614,            0.033331,            0.042549,             0.00936,             0.01074,             0.94368,             0.00033,              3.1783,             0.86398,             0.14143,              0.0497,             0.80523,             0.81394,             0.78848,             0.98659,                 0.2,              2.3239,                   0,             0.01252,             0.58055,             0.45581,                   0,             0.11139,             0.48303,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9153
             0.92699,             0.30645,             0.39103,             0.12893,            0.052622,            0.041115,            0.045666,             0.00945,             0.01053,             0.90942,             0.00031,              3.2502,             0.82136,              0.1431,             0.06308,             0.72485,             0.87736,             0.91645,             0.98866,                 0.2,              2.3632,                   0,             0.01238,              0.5765,             0.42039,                   0,             0.12018,             0.51133,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9834
             0.95982,             0.16832,             0.21705,            0.082372,            0.061745,            0.046161,            0.037909,             0.01046,             0.01085,             0.89573,             0.00032,              3.7431,             0.82909,             0.13119,             0.06658,             0.62238,             0.81473,             0.85029,              1.0349,                 0.2,              2.7998,                   0,             0.01243,             0.49013,              0.3957,                   0,              0.1209,             0.58361,                   0,                   0,                   0,                 0.5,             0.92137,                   0,                   0,              2.2253
             0.94441,             0.35977,             0.40382,             0.23828,            0.069705,            0.041028,            0.045209,             0.01084,             0.01027,             0.85794,             0.00031,              3.4178,             0.83457,             0.14416,             0.07373,             0.75093,             0.75353,             0.80471,              1.2482,                 0.2,              2.3298,                   0,             0.01207,             0.69458,             0.42464,                   0,             0.14572,             0.47975,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3472
             0.95978,             0.34129,             0.40703,             0.24058,            0.057316,            0.045194,            0.043689,             0.01081,             0.01031,             0.86464,             0.00031,              3.4536,             0.84741,             0.14473,             0.07315,             0.75219,             0.75488,             0.81667,              1.2698,                 0.2,              2.3774,                   0,             0.01191,             0.68848,             0.42524,                   0,             0.14485,             0.46848,                   0,                   0,                   0,                 0.5,             0.97276,                   0,                   0,              3.3834
             0.92054,              0.3224,             0.39684,              0.1877,            0.083748,            0.058362,            0.050895,             0.00987,             0.01324,             0.83824,             0.00027,               3.494,             0.94599,             0.12676,             0.08764,             0.96177,             0.75465,              1.0072,              1.4219,                 0.2,               2.883,                   0,             0.01207,             0.53206,             0.45553,                   0,             0.15054,             0.56933,                   0,                   0,                   0,                 0.5,             0.82662,                   0,                   0,              3.3472
             0.91272,             0.18462,             0.17201,            0.085622,            0.060271,            0.046514,            0.051481,             0.01151,             0.01172,             0.91208,             0.00024,              4.0844,             0.79437,             0.14416,             0.08117,             0.70782,             0.83591,             0.69674,              1.3281,                 0.2,                   2,                   0,             0.01207,             0.58463,             0.32565,                   0,             0.12953,             0.45282,                   0,                   0,                   0,                 0.5,             0.91965,                   0,                   0,              5.3338
             0.89812,             0.36853,             0.41033,             0.23416,            0.089191,            0.037284,            0.044415,             0.01084,              0.0102,             0.85803,             0.00031,              3.4183,             0.83457,             0.14543,             0.07348,             0.74984,             0.75219,             0.80127,              1.2478,                 0.2,              2.3167,                   0,             0.01218,             0.69458,             0.42457,                   0,             0.14572,             0.48118,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3472
              0.9199,             0.16923,             0.19861,            0.069034,            0.069933,            0.045074,            0.048785,             0.01158,             0.01037,             0.85794,             0.00032,              3.4839,             0.83174,             0.14703,             0.07475,             0.75093,             0.75706,              0.7784,              1.2434,                 0.2,              2.3291,                   0,             0.01127,             0.69458,             0.42464,                   0,             0.13992,             0.47657,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.5899
              0.9025,             0.30951,             0.39391,             0.22197,            0.064289,            0.042458,            0.045239,             0.01087,             0.01028,             0.85818,             0.00031,              3.4178,             0.83315,             0.14425,             0.07366,             0.75212,             0.75353,             0.80471,               1.251,                 0.2,              2.3262,                   0,             0.01206,             0.69487,             0.42464,                   0,              0.1454,             0.48014,                   0,                   0,                   0,                 0.5,             0.99765,                   0,                   0,              3.3432
             0.96316,             0.17034,             0.21181,             0.11504,            0.058759,            0.060345,            0.054504,             0.01084,             0.01027,             0.85794,             0.00031,              4.0803,             0.73917,             0.11739,             0.06268,             0.80791,             0.75353,             0.99622,              1.2224,                 0.2,              2.8826,                   0,             0.01536,             0.76377,             0.42464,                   0,              0.1832,             0.49345,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.7355
             0.97267,             0.17012,              0.2229,             0.13985,            0.057584,            0.049732,            0.049741,             0.01084,                0.01,             0.86211,             0.00031,               3.307,             0.83457,             0.14416,             0.07373,             0.75206,             0.79272,             0.80471,              1.2623,                 0.2,              2.3298,                   0,             0.01247,             0.74258,             0.41775,                   0,             0.14836,             0.47975,                   0,                   0,                   0,                 0.5,             0.96002,                   0,                   0,              3.5731
             0.94135,             0.17692,             0.20945,             0.11279,            0.060034,            0.049599,            0.048597,             0.01115,                0.01,             0.85878,             0.00031,              3.4178,             0.84093,             0.14416,             0.07373,             0.76229,             0.76044,             0.80961,               1.293,                 0.2,               2.348,                   0,             0.01205,             0.70284,              0.4308,                   0,             0.14315,             0.46802,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.6311
             0.91528,             0.36304,             0.39623,             0.21954,            0.070312,            0.051322,            0.040449,             0.01151,             0.01111,             0.89019,             0.00031,              3.4178,             0.82355,             0.16136,             0.07373,             0.66985,             0.67585,             0.89984,              1.4363,                 0.2,              2.5208,                   0,             0.01207,             0.67825,             0.40492,                   0,             0.14555,             0.55675,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.9774
             0.92252,             0.36331,             0.41513,             0.15695,            0.087399,            0.037668,            0.044816,             0.01093,             0.01042,             0.87074,              0.0003,               3.261,             0.83457,             0.14047,               0.075,             0.75093,             0.74813,             0.80324,              1.2591,                 0.2,              2.3205,                   0,             0.01215,             0.69173,             0.40431,                   0,             0.14286,             0.47975,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.2899
             0.94222,             0.17308,             0.19588,            0.063532,            0.048577,            0.045667,            0.032618,             0.01312,             0.01027,             0.80935,             0.00035,              3.9757,             0.83457,             0.14416,             0.05999,             0.55915,              0.7554,              0.8362,              1.0453,                 0.2,                   2,                   0,             0.01422,             0.69458,             0.38156,                   0,             0.15077,             0.55803,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               2.155
              0.4822,             0.17692,             0.14395,            0.045927,             0.07121,            0.040951,            0.060312,             0.01194,             0.01072,             0.85794,             0.00031,               1.858,             0.69808,             0.16207,             0.08524,             0.79445,             0.74802,             0.68787,             0.99216,                 0.2,              2.9184,                   0,             0.01411,             0.56973,             0.49521,                   0,             0.12137,             0.51644,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              5.3341
             0.89178,             0.32087,             0.41889,             0.17944,            0.061628,            0.043064,            0.038832,             0.01108,             0.01027,             0.85794,             0.00031,              3.4178,                0.95,             0.14416,              0.0778,             0.67475,             0.76338,              0.9281,              1.0069,                 0.2,              2.4842,                   0,             0.01154,             0.70466,             0.42464,                   0,             0.14447,             0.50907,                   0,                   0,                   0,                 0.5,             0.96289,                   0,                   0,               3.313
