   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
              0.6854,              0.3738,             0.38376,             0.18144,             0.09361,            0.028756,            0.050784,             0.01096,                0.01,               0.904,             0.00031,              3.3361,             0.77113,             0.14416,             0.08946,             0.76902,             0.85343,             0.59434,              1.1342,                 0.2,              2.1366,                   0,             0.01207,             0.62499,             0.38405,                   0,              0.1569,             0.49053,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3472
             0.93098,             0.36923,             0.41235,             0.16909,            0.073049,            0.039637,            0.044035,             0.01084,             0.01023,             0.86406,             0.00031,              3.3184,             0.83151,             0.14416,             0.07259,             0.74997,             0.76536,             0.79706,              1.2204,                 0.2,              2.3128,                   0,             0.01207,             0.69269,             0.42094,                   0,             0.14572,             0.47645,                   0,                   0,                   0,                 0.5,             0.95408,                   0,                   0,              3.4262
             0.92123,             0.33846,             0.39606,             0.20657,            0.074076,            0.044607,             0.04631,             0.00959,             0.01027,             0.85044,             0.00033,              3.4178,             0.78986,             0.14416,             0.07373,             0.73821,              0.6975,             0.82491,              1.2356,                 0.2,              2.4959,                   0,             0.01102,             0.69458,             0.44623,                   0,             0.15283,             0.43422,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3472
             0.95778,             0.17692,             0.20051,             0.11934,             0.07661,            0.047915,            0.049495,             0.00951,             0.01027,             0.87432,             0.00026,              3.6761,             0.78272,             0.10486,             0.08856,              0.7021,             0.73473,             0.85304,              1.1115,                 0.2,              2.1736,                   0,             0.01004,             0.69458,             0.42464,                   0,             0.14572,             0.52653,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               4.143
             0.89347,             0.37179,             0.41254,             0.13531,            0.065472,            0.040296,            0.044372,             0.00868,             0.01117,             0.85471,             0.00027,              3.4178,             0.87507,             0.15842,             0.07373,             0.75093,             0.79347,             0.78781,              1.2691,                 0.2,              2.1032,                   0,              0.0138,             0.61261,             0.48964,                   0,             0.12448,             0.42706,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3097
              0.9438,             0.35768,             0.40347,              0.2228,            0.069718,            0.036409,            0.046561,             0.01126,             0.01056,             0.85794,              0.0003,              3.6872,             0.82978,             0.18028,             0.06933,             0.81178,             0.75146,             0.65904,              1.1816,                 0.2,              2.7955,                   0,             0.01276,             0.69203,             0.40018,                   0,             0.14991,             0.41065,                   0,                   0,                   0,                 0.5,             0.93888,                   0,                   0,              2.6704
              0.9561,             0.29231,             0.38315,             0.15589,            0.083362,            0.038727,            0.045349,             0.01091,             0.01027,             0.85584,             0.00031,              3.4178,             0.82078,             0.14425,             0.07275,               0.752,             0.75573,             0.79996,              1.2455,                 0.2,                2.35,                   0,             0.01207,             0.69385,             0.42464,                   0,             0.14702,             0.47373,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3265
             0.52413,             0.15769,              0.1516,            0.051845,            0.058436,            0.054171,            0.053192,             0.00906,             0.01129,             0.77714,             0.00032,              3.4178,              0.8221,             0.17689,             0.07166,             0.76132,             0.64262,              0.7464,              1.3525,                 0.2,              2.6903,                   0,             0.01531,                 0.9,             0.54122,                   0,              0.1792,             0.46671,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.9696
             0.85481,             0.36154,             0.40287,             0.21604,            0.064458,            0.041684,            0.043554,             0.01101,             0.01022,             0.86121,             0.00031,              3.3676,             0.85002,             0.14439,             0.07373,             0.74786,             0.75353,             0.80013,              1.2465,                 0.2,              2.3486,                   0,             0.01203,             0.70044,             0.42024,                   0,             0.14581,             0.48428,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3404
             0.86327,             0.32679,             0.33724,             0.13806,            0.073213,            0.044325,            0.047417,             0.00969,             0.01027,             0.86924,             0.00032,              3.4178,             0.83457,             0.15956,             0.07373,             0.75093,             0.81323,             0.80471,              1.2275,                 0.2,              2.7637,                   0,             0.01287,             0.54554,             0.36212,                   0,             0.11856,             0.47975,                   0,                   0,                   0,                 0.5,             0.98284,                   0,                   0,              3.3227
             0.90384,             0.36667,             0.41327,             0.22769,            0.081999,            0.037519,            0.043531,             0.01084,             0.01014,              0.8636,             0.00031,              3.5766,             0.84035,             0.14416,             0.07271,             0.74273,             0.75353,             0.79707,              1.2392,                 0.2,              2.3433,                   0,             0.01199,             0.69301,             0.44597,                   0,             0.14583,             0.47975,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.2555
              0.9691,             0.17308,             0.24166,             0.16048,             0.05822,            0.059947,            0.058889,             0.01084,             0.01083,             0.85794,             0.00029,              3.4178,             0.80465,             0.14122,             0.07373,             0.93962,             0.75353,             0.80471,              1.5253,                 0.2,              2.7301,                   0,              0.0114,             0.78524,             0.43861,                   0,             0.15646,             0.47975,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.0371
             0.89404,             0.36033,              0.4202,             0.23525,            0.063084,            0.038298,            0.040292,             0.01163,             0.01027,             0.87018,             0.00031,              3.2864,             0.90988,              0.1468,             0.07501,             0.75093,             0.76621,             0.75998,              1.2482,                 0.2,               2.091,                   0,             0.01262,             0.69458,             0.42464,                   0,             0.14452,             0.45473,                   0,                   0,                   0,                 0.5,              0.9827,                   0,                   0,               3.432
             0.91517,             0.12533,             0.14456,             0.03396,            0.059681,            0.056532,            0.056764,             0.01183,                0.01,             0.85979,             0.00028,               2.396,             0.71577,             0.15291,             0.07373,              0.8781,             0.64498,             0.84166,               1.316,                 0.2,              2.2378,                   0,             0.01446,             0.75673,              0.1848,                   0,             0.14572,             0.44086,                   0,                   0,                   0,                 0.5,             0.78411,                   0,                   0,              4.7135
             0.86336,             0.31343,             0.38719,             0.21518,             0.04555,            0.043844,            0.040128,             0.00775,             0.01027,             0.78977,             0.00031,              3.4178,             0.90705,             0.11106,              0.0579,             0.59893,             0.73502,             0.60199,              1.6294,                 0.2,              2.5362,                   0,             0.01439,             0.65819,             0.49377,                   0,             0.15469,             0.49721,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8217
             0.93857,             0.33846,             0.39287,             0.16287,            0.084318,            0.049846,            0.051037,              0.0126,             0.01153,             0.82679,             0.00026,              3.3511,             0.83457,             0.14416,             0.09015,             0.92114,             0.75353,             0.89364,              1.3424,                 0.2,              2.5002,                   0,             0.01137,             0.77869,             0.42464,                   0,             0.13732,             0.43876,                   0,                   0,                   0,                 0.5,             0.95087,                   0,                   0,              3.3472
             0.95698,             0.16538,             0.20059,             0.10941,            0.070054,            0.049078,            0.049915,             0.00922,                0.01,             0.90087,             0.00024,              3.2903,             0.83457,             0.13061,              0.0839,             0.75093,             0.71461,             0.80471,              1.2482,                 0.2,              2.3298,                   0,             0.00902,             0.73128,             0.49459,                   0,             0.13513,             0.61004,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.1273
             0.89993,             0.36667,             0.40871,             0.23176,            0.050226,            0.047216,            0.037943,             0.01071,             0.01027,             0.88557,             0.00031,              3.8279,             0.81809,             0.16245,             0.07066,             0.59464,             0.75075,             0.81101,              1.3636,                 0.2,              2.0878,                   0,              0.0133,             0.63812,             0.42854,                   0,             0.14287,             0.56338,                   0,                   0,                   0,                 0.5,             0.80919,                   0,                   0,              2.6797
             0.94669,             0.15877,             0.18574,             0.10314,            0.059285,            0.045589,            0.062079,              0.0108,             0.01027,             0.78371,             0.00037,              3.4178,             0.79228,             0.12674,             0.07373,             0.81153,             0.85859,              0.8277,             0.98854,                 0.2,              2.3298,                   0,             0.00956,             0.42788,             0.47753,                   0,             0.16215,             0.47975,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              5.2565
             0.81944,             0.37614,              0.3801,             0.19438,            0.071374,            0.041092,            0.042081,             0.01084,             0.01079,             0.85409,             0.00031,              3.6052,             0.88172,             0.14777,             0.07531,             0.73386,             0.77182,             0.80471,               1.295,                 0.2,              2.1334,                   0,             0.01207,             0.68114,             0.44256,                   0,             0.14572,             0.47975,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               3.338
              0.8496,             0.25504,             0.28857,              0.1378,            0.059612,            0.046268,            0.043717,             0.01274,                0.01,             0.82142,             0.00027,              4.3812,             0.83457,             0.14416,             0.05809,             0.87884,             0.75353,             0.86752,              1.4234,                 0.2,               2.444,                   0,             0.01026,             0.69458,             0.42464,                   0,             0.16502,             0.37266,                   0,                   0,                   0,                 0.5,             0.82613,                   0,                   0,              2.6614
             0.45578,             0.47955,             0.36803,             0.10757,            0.085056,            0.044511,            0.040636,             0.01205,             0.01027,             0.85794,             0.00031,                3.52,             0.84103,             0.14879,             0.07039,             0.79229,             0.75353,             0.79792,              1.3798,                 0.2,               2.266,                   0,             0.01241,             0.70485,             0.40524,                   0,             0.16093,             0.50843,                   0,                   0,                   0,                 0.5,             0.99724,                   0,                   0,              2.4806
             0.93358,             0.37692,             0.41501,             0.19922,            0.074598,            0.043963,            0.046637,             0.01046,             0.01083,             0.87232,             0.00032,               3.711,              0.8328,             0.14416,             0.08289,             0.79956,             0.75638,             0.88653,              1.1457,                 0.2,              2.3298,                   0,             0.01399,             0.71312,             0.47322,                   0,             0.16577,             0.47975,                   0,                   0,                   0,                 0.5,             0.88121,                   0,                   0,              3.2072
             0.92048,             0.34615,             0.41081,             0.26261,            0.056798,            0.045017,             0.03699,             0.01026,             0.01111,              0.8398,             0.00035,              3.4178,             0.83215,             0.14416,             0.05921,             0.61969,             0.75353,             0.95155,              1.2482,                 0.2,                   2,                   0,             0.01155,             0.58857,             0.46487,                   0,             0.14795,             0.47975,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3472
             0.89819,              0.3597,             0.37704,             0.10535,            0.072818,            0.041604,            0.044467,             0.01081,             0.01348,              0.9078,             0.00038,              3.4768,             0.85431,             0.12999,             0.08196,             0.75219,             0.82023,             0.75704,              1.2698,                 0.2,              2.3993,                   0,             0.01191,             0.68848,             0.52595,                   0,              0.1514,             0.36368,                   0,                   0,                   0,                 0.5,             0.90405,                   0,                   0,              2.7307
             0.96264,             0.17692,             0.22565,             0.14616,            0.058524,            0.049601,            0.052321,             0.01119,             0.01003,             0.85151,             0.00031,              3.5654,             0.78666,             0.13747,             0.07289,             0.75219,             0.83022,             0.78417,              1.2805,                 0.2,              2.3888,                   0,             0.01112,             0.72084,             0.42524,                   0,             0.13663,             0.47743,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.9552
             0.93016,             0.17692,             0.18949,            0.082267,            0.061307,            0.053029,            0.058685,              0.0099,             0.01031,             0.81777,             0.00031,              4.3964,             0.67361,             0.15844,             0.07151,             0.86159,             0.86658,             0.81667,              1.4434,                 0.2,                   2,                   0,             0.01385,             0.48252,             0.60538,                   0,             0.15972,             0.39437,                   0,                   0,                   0,                 0.5,              0.9238,                   0,                   0,              4.1167
             0.89799,             0.37788,             0.42149,             0.17433,            0.066893,            0.042238,            0.044639,              0.0109,             0.01016,             0.86449,             0.00031,              3.5232,             0.84741,              0.1416,             0.07325,             0.75737,             0.75442,             0.81321,              1.2537,                 0.2,              2.3881,                   0,             0.01205,             0.68543,             0.42634,                   0,             0.14248,             0.46275,                   0,                   0,                   0,                 0.5,             0.99746,                   0,                   0,              3.3834
              0.9031,              0.3661,             0.41654,             0.22873,            0.071721,            0.041559,            0.045103,              0.0107,             0.01046,             0.87387,              0.0003,              3.4161,             0.84741,             0.14276,             0.07315,             0.75219,             0.75488,             0.81667,              1.2861,                 0.2,              2.3071,                   0,             0.01201,             0.67391,             0.43507,                   0,              0.1426,             0.47398,                   0,                   0,                   0,                 0.5,             0.99658,                   0,                   0,              3.3001
              0.1937,             0.47174,             0.28236,            0.093719,            0.083565,            0.043155,            0.038618,             0.01054,             0.01366,             0.86464,             0.00027,              3.1967,                0.95,             0.10004,             0.06381,             0.86909,             0.68487,             0.86245,              1.1977,                 0.2,              2.6172,                   0,             0.00899,             0.86164,             0.37299,                   0,             0.11013,             0.46848,                   0,                   0,                   0,                 0.5,             0.97276,                   0,                   0,              2.4301
             0.96903,             0.29871,             0.41207,             0.21721,            0.061339,            0.044627,             0.04396,               0.011,             0.01025,             0.86371,              0.0003,               3.364,             0.86393,             0.14473,              0.0781,             0.75992,              0.7519,             0.79562,              1.2848,                 0.2,              2.3827,                   0,             0.01181,             0.65637,             0.42806,                   0,             0.13716,             0.46304,                   0,                   0,                   0,                 0.5,             0.96471,                   0,                   0,              3.1813
             0.91218,             0.35952,             0.40839,             0.21463,            0.057747,            0.045844,            0.042907,             0.01092,                0.01,             0.83906,             0.00031,              3.2021,             0.88664,             0.14473,             0.07407,              0.7609,             0.68751,             0.81667,              1.2659,                 0.2,              2.5319,                   0,             0.01191,             0.66867,             0.42581,                   0,             0.14449,             0.46848,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.1603
             0.96319,             0.15345,             0.22339,             0.11307,            0.070856,            0.050791,            0.051411,             0.01261,             0.01078,             0.86464,             0.00031,              3.4401,              0.7477,             0.15868,             0.07315,             0.71883,             0.92294,             0.89854,              1.2336,                 0.2,              2.3774,                   0,             0.01191,              0.7032,             0.41742,                   0,             0.14485,             0.45968,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.9994
