               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  68,            0.024463,            0.027257,           0.0045871,             0.87249,             0.71101,             0.75104,             0.52768,            0.031369,            0.038449,           0.0035552,           0.0077296,           0.0077296,           0.0077296
                  69,            0.022155,            0.027202,           0.0041271,             0.85376,             0.72753,             0.75354,             0.51389,            0.032175,            0.038022,           0.0033739,           0.0076679,           0.0076679,           0.0076679
                  70,            0.021445,            0.026762,           0.0043598,              0.8305,             0.70921,             0.73428,             0.50948,            0.030764,            0.039649,           0.0033757,           0.0076057,           0.0076057,           0.0076057
                  71,            0.023986,            0.026931,            0.003964,             0.83615,             0.72286,             0.73707,              0.5104,            0.032161,            0.037259,           0.0031815,            0.007543,            0.007543,            0.007543
                  72,            0.025099,            0.027984,           0.0042282,             0.87678,             0.72565,             0.74007,             0.52037,            0.029515,             0.03777,           0.0031891,           0.0074797,           0.0074797,           0.0074797
                  73,            0.024342,            0.028116,           0.0040093,             0.86191,             0.73226,             0.75596,              0.5182,            0.030417,            0.036878,            0.003018,            0.007416,            0.007416,            0.007416
                  74,            0.022903,            0.026318,           0.0038483,             0.89038,             0.72366,             0.76671,             0.53216,            0.030042,            0.036456,           0.0029429,           0.0073518,           0.0073518,           0.0073518
                  75,            0.021438,            0.026824,           0.0041976,             0.88075,             0.74954,              0.7642,             0.51351,            0.031721,            0.037376,           0.0027207,           0.0072872,           0.0072872,           0.0072872
                  76,            0.022139,            0.025855,           0.0041218,             0.79559,             0.78658,             0.74228,              0.5025,            0.032833,            0.039587,           0.0027075,           0.0072221,           0.0072221,           0.0072221
                  77,            0.020531,            0.026112,           0.0039346,             0.80656,             0.74651,             0.73638,              0.5132,            0.030469,            0.040697,           0.0029171,           0.0071566,           0.0071566,           0.0071566
                  78,            0.023677,            0.027426,           0.0039095,             0.80049,             0.76743,              0.7382,             0.50306,            0.032672,            0.040891,           0.0030372,           0.0070906,           0.0070906,           0.0070906
                  79,            0.021405,            0.026259,            0.003933,             0.91191,              0.6467,             0.74812,             0.51916,            0.030324,            0.038256,            0.002718,           0.0070243,           0.0070243,           0.0070243
                  80,            0.021909,             0.02646,            0.003784,             0.80884,             0.79062,             0.75139,             0.49629,            0.031868,             0.03836,           0.0026594,           0.0069576,           0.0069576,           0.0069576
                  81,            0.020922,            0.024756,           0.0040262,             0.84398,             0.78425,             0.76132,             0.52295,             0.02941,            0.038045,           0.0027516,           0.0068906,           0.0068906,           0.0068906
                  82,            0.020504,            0.025612,            0.004072,             0.89419,             0.69644,              0.7536,             0.53272,             0.02962,            0.039165,           0.0025829,           0.0068232,           0.0068232,           0.0068232
                  83,            0.021744,            0.026433,           0.0038333,              0.8652,             0.73174,             0.75298,             0.50245,            0.031966,            0.042237,           0.0027927,           0.0067555,           0.0067555,           0.0067555
                  84,            0.023597,            0.025612,           0.0035899,             0.86451,             0.77805,              0.7457,             0.52732,            0.031496,            0.038681,           0.0030337,           0.0066874,           0.0066874,           0.0066874
                  85,            0.021388,            0.026021,           0.0039367,             0.85335,             0.77669,             0.74649,             0.51683,            0.030675,            0.038422,           0.0025902,           0.0066191,           0.0066191,           0.0066191
                  86,            0.021031,            0.025326,           0.0040355,             0.82516,             0.78415,             0.74009,             0.50766,            0.030753,            0.040037,           0.0025138,           0.0065505,           0.0065505,           0.0065505
                  87,            0.023014,            0.025639,           0.0038162,             0.85985,             0.75543,             0.72286,             0.47716,            0.033279,            0.038753,           0.0027506,           0.0064816,           0.0064816,           0.0064816
                  88,             0.02108,            0.025976,           0.0040357,             0.84504,             0.74296,             0.73459,             0.51277,            0.031511,            0.039981,           0.0029584,           0.0064125,           0.0064125,           0.0064125
                  89,            0.019928,             0.02501,           0.0035233,             0.81814,             0.78475,             0.75228,             0.49577,            0.032192,            0.037811,           0.0027582,           0.0063432,           0.0063432,           0.0063432
                  90,            0.020971,            0.025012,            0.003728,             0.85724,             0.76295,             0.74413,             0.50991,            0.031726,            0.036522,           0.0027499,           0.0062737,           0.0062737,           0.0062737
                  91,            0.021389,            0.025192,           0.0038445,             0.84439,             0.78178,             0.76983,             0.51233,            0.032591,            0.036215,           0.0028243,            0.006204,            0.006204,            0.006204
                  92,            0.020732,             0.02333,           0.0039289,             0.84842,             0.76696,             0.76024,             0.52302,            0.030388,            0.035782,           0.0025584,           0.0061341,           0.0061341,           0.0061341
                  93,            0.020074,            0.023908,           0.0037321,             0.86583,             0.76806,             0.74764,             0.51411,            0.031745,            0.035629,           0.0025273,            0.006064,            0.006064,            0.006064
                  94,            0.020057,            0.025076,           0.0038783,             0.86952,             0.75702,             0.74082,             0.53002,            0.030029,            0.037661,           0.0024969,           0.0059938,           0.0059938,           0.0059938
                  95,            0.018516,            0.023188,           0.0037039,             0.86686,             0.76089,             0.75361,             0.52607,            0.031211,            0.038939,           0.0025592,           0.0059235,           0.0059235,           0.0059235
                  96,            0.020009,            0.023031,           0.0036832,             0.86366,              0.7593,             0.75029,             0.51955,            0.031772,            0.037719,           0.0022668,           0.0058531,           0.0058531,           0.0058531
                  97,            0.019217,            0.023906,           0.0039227,             0.86396,              0.7676,             0.75137,             0.51622,            0.030127,            0.037874,           0.0022024,           0.0057826,           0.0057826,           0.0057826
                  98,            0.019465,            0.024102,           0.0036076,             0.87438,             0.74383,             0.73128,             0.52319,            0.029894,            0.040163,           0.0024013,            0.005712,            0.005712,            0.005712
                  99,             0.01905,            0.024161,           0.0035449,              0.8735,             0.78132,             0.74392,             0.51983,            0.030519,            0.039301,           0.0025105,           0.0056413,           0.0056413,           0.0056413
                 100,            0.019119,            0.023983,           0.0040426,              0.8679,             0.75334,             0.75054,             0.52012,            0.030328,            0.039456,           0.0026034,           0.0055707,           0.0055707,           0.0055707
                 101,            0.019493,            0.024481,           0.0038002,             0.87006,             0.73757,             0.75264,             0.50589,            0.032915,              0.0398,           0.0027983,              0.0055,              0.0055,              0.0055
                 102,            0.019387,            0.023373,           0.0032952,             0.83552,             0.77669,             0.75845,             0.53307,            0.030181,            0.039238,           0.0026257,           0.0054293,           0.0054293,           0.0054293
                 103,            0.019571,            0.023672,           0.0035853,             0.86915,              0.7422,             0.74325,             0.50986,            0.030696,            0.039278,           0.0025552,           0.0053587,           0.0053587,           0.0053587
                 104,             0.01962,            0.023535,           0.0036633,             0.86411,             0.74412,             0.75222,             0.53114,            0.028932,            0.039399,           0.0027622,            0.005288,            0.005288,            0.005288
                 105,            0.018104,            0.023041,           0.0030896,             0.83862,              0.7762,             0.74672,             0.50711,            0.030134,             0.04018,           0.0025783,           0.0052174,           0.0052174,           0.0052174
                 106,            0.018555,            0.023539,           0.0034779,             0.84515,             0.77776,             0.75885,             0.53469,              0.0304,            0.040551,           0.0025401,           0.0051469,           0.0051469,           0.0051469
                 107,            0.018731,            0.023006,           0.0031789,             0.88012,             0.73117,             0.75821,             0.52845,            0.031548,            0.040248,            0.002568,           0.0050765,           0.0050765,           0.0050765
                 108,            0.018517,            0.023319,           0.0036548,             0.89987,             0.70978,             0.75485,             0.54668,            0.030293,            0.039686,           0.0024504,           0.0050062,           0.0050062,           0.0050062
                 109,             0.01766,            0.022079,           0.0034654,             0.86105,             0.75089,             0.74282,             0.52295,            0.030511,             0.04029,           0.0021778,            0.004936,            0.004936,            0.004936
                 110,            0.017319,            0.022936,           0.0032681,             0.83726,             0.73856,             0.73699,             0.51151,            0.030669,            0.039144,           0.0022432,           0.0048659,           0.0048659,           0.0048659
                 111,            0.016701,            0.021389,           0.0035342,             0.88209,             0.73292,             0.74077,              0.5219,            0.030029,            0.037961,           0.0021615,            0.004796,            0.004796,            0.004796
                 112,            0.017745,             0.02265,           0.0031566,             0.90775,              0.7127,             0.75415,              0.5238,            0.031302,            0.037302,           0.0020119,           0.0047263,           0.0047263,           0.0047263
                 113,             0.01749,            0.022499,           0.0033065,             0.91031,             0.70306,             0.76702,             0.53218,            0.030174,            0.037276,           0.0021623,           0.0046568,           0.0046568,           0.0046568
                 114,             0.01854,            0.023012,           0.0034813,             0.87687,             0.73853,             0.75607,             0.54719,            0.028908,             0.03858,           0.0024036,           0.0045875,           0.0045875,           0.0045875
                 115,             0.01785,            0.022909,           0.0032461,             0.92908,             0.68146,              0.7447,             0.52912,             0.03028,            0.041906,           0.0024641,           0.0045184,           0.0045184,           0.0045184
                 116,            0.017974,            0.022711,           0.0031533,             0.90711,             0.70881,             0.75511,             0.54677,            0.029248,            0.039132,           0.0022417,           0.0044495,           0.0044495,           0.0044495
                 117,            0.016716,            0.021678,           0.0031844,             0.86708,             0.74139,             0.74656,             0.53386,            0.030548,            0.040738,           0.0019862,           0.0043809,           0.0043809,           0.0043809
                 118,            0.016609,             0.02103,           0.0033507,             0.88099,             0.71864,             0.75214,             0.52924,            0.029648,            0.039939,            0.001894,           0.0043126,           0.0043126,           0.0043126
                 119,            0.017026,            0.022826,           0.0029917,             0.87675,             0.73421,              0.7594,             0.51861,            0.030106,            0.040383,           0.0019131,           0.0042445,           0.0042445,           0.0042445
                 120,            0.016622,            0.021346,           0.0032704,             0.87147,             0.74715,             0.74252,             0.52992,             0.02904,            0.041157,           0.0018348,           0.0041768,           0.0041768,           0.0041768
